35:*******************************************,
Transient Analysis,
Mon Nov 14 20:39:55 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(vdd) [V],v(out) [V],
2.08133e-08,0.45,2.79085e-08,
2.08143e-08,0.45,4.58333e-08,
2.08153e-08,0.45,6.63556e-08,
2.08163e-08,0.45,4.01015e-08,
2.08173e-08,0.45,3.1456e-08,
2.08183e-08,0.45,3.20575e-08,
2.08193e-08,0.45,3.36808e-08,
2.08203e-08,0.45,3.61652e-08,
2.08213e-08,0.45,4.05262e-08,
2.08223e-08,0.45,4.44586e-08,
2.08233e-08,0.45,4.17503e-08,
2.08243e-08,0.45,1.96499e-08,
2.08253e-08,0.45,1.77491e-08,
2.08263e-08,0.45,8.32275e-09,
2.08273e-08,0.45,-6.36545e-10,
2.08283e-08,0.45,-1.77202e-08,
2.08293e-08,0.45,-3.06425e-09,
2.08303e-08,0.45,7.03204e-10,
2.08313e-08,0.45,1.21771e-08,
2.08323e-08,0.45,1.67256e-08,
2.08333e-08,0.45,2.75979e-08,
2.08343e-08,0.45,3.70101e-08,
2.08353e-08,0.45,4.84376e-08,
2.08363e-08,0.45,5.81982e-08,
2.08373e-08,0.45,6.9133e-08,
2.08383e-08,0.45,7.85823e-08,
2.08393e-08,0.45,8.95308e-08,
2.08403e-08,0.45,8.80857e-08,
2.08413e-08,0.45,3.69748e-08,
2.08423e-08,0.45,1.39361e-08,
2.08433e-08,0.45,5.83115e-09,
2.08443e-08,0.45,-4.58362e-09,
2.08453e-08,0.45,-1.45079e-09,
2.08463e-08,0.45,-1.84805e-09,
2.08473e-08,0.45,1.63345e-09,
2.08483e-08,0.45,1.40746e-09,
2.08493e-08,0.45,4.81332e-09,
2.08503e-08,0.45,-1.22833e-09,
2.08513e-08,0.45,-6.48688e-09,
2.08523e-08,0.45,-7.97091e-09,
2.08533e-08,0.45,-9.61781e-09,
2.08543e-08,0.45,-1.0619e-08,
2.08553e-08,0.45,-7.7945e-09,
2.08563e-08,0.45,-8.99538e-09,
2.08573e-08,0.45,-6.4487e-09,
2.08583e-08,0.45,-7.54189e-09,
2.08593e-08,0.45,-7.37064e-09,
2.08603e-08,0.45,-8.83339e-09,
2.08613e-08,0.45,-8.66488e-09,
2.08623e-08,0.45,-8.40787e-09,
2.08633e-08,0.45,-8.3952e-09,
2.08643e-08,0.45,-8.71944e-09,
2.08653e-08,0.45,-8.72027e-09,
2.08663e-08,0.45,-8.59644e-09,
2.08673e-08,0.45,-7.82563e-09,
2.08683e-08,0.45,-8.81396e-09,
2.08693e-08,0.45,-8.0187e-09,
2.08703e-08,0.45,-8.31737e-09,
2.08713e-08,0.45,-7.26502e-09,
2.08723e-08,0.45,-7.82019e-09,
2.08733e-08,0.45,-6.78803e-09,
2.08743e-08,0.45,-8.84169e-09,
2.08753e-08,0.45,-6.10544e-09,
2.08763e-08,0.45,-1.95869e-08,
2.08773e-08,0.45,-1.71913e-09,
2.08783e-08,0.45,8.76045e-09,
2.08793e-08,0.45,5.17279e-10,
2.08803e-08,0.45,-1.65291e-08,
2.08813e-08,0.45,-2.63096e-09,
2.08823e-08,0.45,5.80121e-09,
2.08833e-08,0.45,-1.48625e-09,
2.08843e-08,0.45,-1.4285e-08,
2.08853e-08,0.45,-8.56973e-10,
2.08863e-08,0.45,4.23338e-09,
2.08873e-08,0.45,2.76632e-11,
2.08883e-08,0.45,-1.15901e-08,
2.08893e-08,0.45,1.47699e-09,
2.08903e-08,0.45,3.48423e-09,
2.08913e-08,0.45,-2.54104e-09,
2.08923e-08,0.45,-1.20662e-08,
2.08933e-08,0.45,-4.12663e-09,
2.08943e-08,0.45,3.49056e-10,
2.08953e-08,0.45,-4.11344e-09,
2.08963e-08,0.45,-1.17467e-08,
2.08973e-08,0.45,-4.39247e-09,
2.08983e-08,0.45,-2.11384e-10,
2.08993e-08,0.45,-4.10799e-09,
2.09003e-08,0.45,-1.07577e-08,
2.09013e-08,0.45,-1.39219e-08,
2.09023e-08,0.45,-1.59935e-08,
2.09033e-08,0.45,-1.1505e-08,
2.09043e-08,0.45,-1.36414e-08,
2.09053e-08,0.45,-3.39845e-09,
2.09063e-08,0.45,-5.03766e-10,
2.09073e-08,0.45,1.01127e-08,
2.09083e-08,0.45,1.36542e-08,
2.09093e-08,0.45,5.01323e-10,
2.09103e-08,0.45,-6.1623e-09,
2.09113e-08,0.45,-9.31986e-09,
2.09123e-08,0.45,-1.06399e-08,
2.09133e-08,0.45,-7.812e-09,
2.09143e-08,0.45,-8.42694e-09,
2.09153e-08,0.45,-5.65634e-09,
2.09163e-08,0.45,-8.94369e-09,
2.09173e-08,0.45,-6.24291e-09,
2.09183e-08,0.45,-7.1454e-09,
2.09193e-08,0.45,-3.8519e-09,
2.09203e-08,0.45,-4.65147e-09,
2.09213e-08,0.45,-4.81278e-09,
2.09223e-08,0.45,-5.27313e-09,
2.09233e-08,0.45,-3.11376e-09,
2.09243e-08,0.45,1.03693e-08,
2.09253e-08,0.45,1.18895e-08,
2.09263e-08,0.45,-1.56364e-08,
2.09273e-08,0.45,2.75738e-09,
2.09283e-08,0.45,3.0118e-09,
2.09293e-08,0.45,-8.82633e-09,
2.09303e-08,0.45,-2.07763e-08,
2.09313e-08,0.45,-6.94945e-09,
2.09323e-08,0.45,-1.89353e-09,
2.09333e-08,0.45,-1.49821e-08,
2.09343e-08,0.45,-2.80125e-08,
2.09353e-08,0.45,-1.3435e-08,
2.09363e-08,0.45,-1.06423e-08,
2.09373e-08,0.45,-2.23364e-08,
2.09383e-08,0.45,-3.0821e-08,
2.09393e-08,0.45,-1.74385e-08,
2.09403e-08,0.45,-1.45912e-08,
2.09413e-08,0.45,-2.13082e-08,
2.09423e-08,0.45,-2.90342e-08,
2.09433e-08,0.45,-2.34715e-08,
2.09443e-08,0.45,-1.86574e-08,
2.09453e-08,0.45,-2.5431e-08,
2.09463e-08,0.45,-2.95835e-08,
2.09473e-08,0.45,-2.96204e-08,
2.09483e-08,0.45,-3.14335e-08,
2.09493e-08,0.45,-2.0474e-08,
2.09503e-08,0.45,-1.73883e-08,
2.09513e-08,0.45,-1.90825e-08,
2.09523e-08,0.45,-2.33279e-08,
2.09533e-08,0.45,-2.23432e-08,
2.09543e-08,0.45,-2.26756e-08,
2.09553e-08,0.45,-2.41076e-08,
2.09563e-08,0.45,-1.71374e-08,
2.09573e-08,0.45,-1.19503e-08,
2.09583e-08,0.45,-9.18223e-09,
2.09593e-08,0.45,-1.06183e-08,
2.09603e-08,0.45,-1.5698e-08,
2.09613e-08,0.45,-1.60309e-08,
2.09623e-08,0.45,-4.87886e-09,
2.09633e-08,0.45,2.68786e-08,
2.09643e-08,0.45,1.55008e-08,
2.09653e-08,0.45,1.08233e-08,
2.09663e-08,0.45,-1.26297e-10,
2.09673e-08,0.45,-6.42239e-09,
2.09683e-08,0.45,-1.80831e-08,
2.09693e-08,0.45,-2.36955e-08,
2.09703e-08,0.45,-1.61447e-08,
2.09713e-08,0.45,2.96709e-09,
2.09723e-08,0.45,-2.19231e-10,
2.09733e-08,0.45,7.55954e-09,
2.09743e-08,0.45,1.58716e-08,
2.09753e-08,0.45,3.12061e-08,
2.09763e-08,0.45,3.7199e-08,
2.09773e-08,0.45,5.17688e-08,
2.09783e-08,0.45,5.72787e-08,
2.09793e-08,0.45,7.34289e-08,
2.09803e-08,0.45,8.27357e-08,
2.09813e-08,0.45,9.18289e-08,
2.09823e-08,0.45,9.6048e-08,
2.09833e-08,0.45,1.07264e-07,
2.09843e-08,0.45,1.12702e-07,
2.09853e-08,0.45,1.32164e-07,
2.09863e-08,0.45,1.39371e-07,
2.09873e-08,0.45,1.76409e-07,
2.09883e-08,0.45,6.7894e-08,
2.09893e-08,0.45,4.98484e-09,
2.09903e-08,0.45,1.70188e-09,
2.09913e-08,0.45,-1.0868e-09,
2.09923e-08,0.45,-2.37917e-08,
2.09933e-08,0.45,-5.7821e-08,
2.09943e-08,0.45,-2.32303e-08,
2.09953e-08,0.45,-2.13738e-08,
2.09963e-08,0.45,-4.34333e-08,
2.09973e-08,0.45,-6.07135e-08,
2.09983e-08,0.45,-3.18415e-08,
2.09993e-08,0.45,-2.79647e-09,
2.10003e-08,0.45,-2.79933e-08,
2.10013e-08,0.45,-2.25962e-08,
2.10023e-08,0.45,-1.40557e-08,
2.10033e-08,0.45,-4.66989e-09,
2.10043e-08,0.45,1.67933e-08,
2.10053e-08,0.45,1.57218e-09,
2.10063e-08,0.45,-1.19437e-08,
2.10073e-08,0.45,-1.82875e-08,
2.10083e-08,0.45,-1.19832e-08,
2.10093e-08,0.45,-1.13659e-08,
2.10103e-08,0.45,-8.13613e-09,
2.10113e-08,0.45,-8.68263e-09,
2.10123e-08,0.45,-1.62517e-08,
2.10133e-08,0.45,-2.10709e-08,
2.10143e-08,0.45,-2.27588e-08,
2.10153e-08,0.45,-2.2614e-08,
2.10163e-08,0.45,-3.05485e-08,
2.10173e-08,0.45,5.93622e-09,
2.10183e-08,0.45,2.28614e-09,
2.10193e-08,0.45,-2.86781e-08,
2.10203e-08,0.45,6.57561e-09,
2.10213e-08,0.45,3.57854e-08,
2.10223e-08,0.45,4.52292e-08,
2.10233e-08,0.45,1.32867e-08,
2.10243e-08,0.45,2.89984e-08,
2.10253e-08,0.45,5.48063e-08,
2.10263e-08,0.45,5.92317e-08,
2.10273e-08,0.45,5.61102e-09,
2.10283e-08,0.45,6.87701e-09,
2.10293e-08,0.45,1.52093e-08,
2.10303e-08,0.45,5.61403e-08,
2.10313e-08,0.45,3.16655e-08,
2.10323e-08,0.45,-1.36706e-08,
2.10333e-08,0.45,2.58258e-08,
2.10343e-08,0.45,5.0417e-08,
2.10353e-08,0.45,1.86522e-08,
2.10363e-08,0.45,-1.7574e-08,
2.10373e-08,0.45,-8.43937e-10,
2.10383e-08,0.45,2.25957e-08,
2.10393e-08,0.45,1.93224e-08,
2.10403e-08,0.45,-2.05747e-08,
2.10413e-08,0.45,8.2737e-09,
2.10423e-08,0.45,2.39372e-08,
2.10433e-08,0.45,-2.4398e-09,
2.10443e-08,0.45,-3.11285e-08,
2.10453e-08,0.45,-3.17933e-08,
2.10463e-08,0.45,-3.44922e-09,
2.10473e-08,0.45,-2.02872e-08,
2.10483e-08,0.45,-3.34183e-08,
2.10493e-08,0.45,-7.32262e-08,
2.10503e-08,0.45,-1.67665e-08,
2.10513e-08,0.45,3.87874e-08,
2.10523e-08,0.45,5.82844e-08,
2.10533e-08,0.45,-2.84219e-09,
2.10543e-08,0.45,-9.351e-09,
2.10553e-08,0.45,9.46289e-09,
2.10563e-08,0.45,-1.8089e-08,
2.10573e-08,0.45,-3.85394e-08,
2.10583e-08,0.45,1.27446e-08,
2.10593e-08,0.45,3.60219e-08,
2.10603e-08,0.45,1.46971e-08,
2.10613e-08,0.45,-1.69033e-08,
2.10623e-08,0.45,-1.22375e-08,
2.10633e-08,0.45,2.81815e-09,
2.10643e-08,0.45,3.68994e-08,
2.10653e-08,0.45,2.36734e-08,
2.10663e-08,0.45,3.86444e-08,
2.10673e-08,0.45,3.01195e-08,
2.10683e-08,0.45,2.03507e-08,
2.10693e-08,0.45,2.25237e-09,
2.10703e-08,0.45,-5.87053e-10,
2.10713e-08,0.45,8.78908e-09,
2.10723e-08,0.45,4.47474e-09,
2.10733e-08,0.45,-2.50923e-08,
2.10743e-08,0.45,-2.25879e-08,
2.10753e-08,0.45,-1.21849e-08,
2.10763e-08,0.45,-4.37292e-09,
2.10773e-08,0.45,4.44589e-09,
2.10783e-08,0.45,2.47181e-08,
2.10793e-08,0.45,-1.49275e-09,
2.10803e-08,0.45,-1.02118e-08,
2.10813e-08,0.45,-2.95542e-08,
2.10823e-08,0.45,-3.13232e-08,
2.10833e-08,0.45,-3.19855e-08,
2.10843e-08,0.45,-2.25183e-08,
2.10853e-08,0.45,-3.40094e-08,
2.10863e-08,0.45,-4.16555e-08,
2.10873e-08,0.45,-5.93815e-08,
2.10883e-08,0.45,-6.41153e-08,
2.10893e-08,0.45,-4.72081e-08,
2.10903e-08,0.45,-1.08726e-08,
2.10913e-08,0.45,-1.37385e-08,
2.10923e-08,0.45,-8.02572e-09,
2.10933e-08,0.45,-5.43822e-10,
2.10943e-08,0.45,2.944e-08,
2.10953e-08,0.45,6.2464e-09,
2.10963e-08,0.45,-3.02614e-09,
2.10973e-08,0.45,-3.15507e-08,
2.10983e-08,0.45,-4.37417e-08,
2.10993e-08,0.45,-7.06901e-08,
2.11003e-08,0.45,-2.97158e-08,
2.11013e-08,0.45,-8.03064e-09,
2.11023e-08,0.45,3.62962e-08,
2.11033e-08,0.45,5.60945e-08,
2.11043e-08,0.45,9.61907e-08,
2.11053e-08,0.45,1.12638e-07,
2.11063e-08,0.45,1.39281e-07,
2.11073e-08,0.45,5.97882e-08,
2.11083e-08,0.45,3.34015e-08,
2.11093e-08,0.45,2.05872e-08,
2.11103e-08,0.45,1.79586e-08,
2.11113e-08,0.45,1.2706e-08,
2.11123e-08,0.45,1.495e-08,
2.11133e-08,0.45,1.20408e-08,
2.11143e-08,0.45,1.48873e-08,
2.11153e-08,0.45,1.34484e-08,
2.11163e-08,0.45,1.7021e-08,
2.11173e-08,0.45,1.57122e-08,
2.11183e-08,0.45,1.88554e-08,
2.11193e-08,0.45,1.78528e-08,
2.11203e-08,0.45,1.96789e-08,
2.11213e-08,0.45,2.00557e-08,
2.11223e-08,0.45,2.21214e-08,
2.11233e-08,0.45,2.12838e-08,
2.11243e-08,0.45,3.29085e-08,
2.11253e-08,0.45,2.67235e-08,
2.11263e-08,0.45,2.76843e-08,
2.11273e-08,0.45,1.63347e-08,
2.11283e-08,0.45,6.01138e-09,
2.11293e-08,0.45,-1.0632e-08,
2.11303e-08,0.45,2.32538e-08,
2.11313e-08,0.45,5.71823e-09,
2.11323e-08,0.45,-1.56002e-09,
2.11333e-08,0.45,-4.76358e-09,
2.11343e-08,0.45,2.03967e-08,
2.11353e-08,0.45,4.83292e-09,
2.11363e-08,0.45,-3.89983e-10,
2.11373e-08,0.45,6.96872e-09,
2.11383e-08,0.45,1.31802e-08,
2.11393e-08,0.45,2.1542e-09,
2.11403e-08,0.45,-4.49068e-09,
2.11413e-08,0.45,4.17806e-09,
2.11423e-08,0.45,1.04504e-08,
2.11433e-08,0.45,1.44698e-09,
2.11443e-08,0.45,-3.50033e-09,
2.11453e-08,0.45,3.09705e-09,
2.11463e-08,0.45,8.00271e-09,
2.11473e-08,0.45,2.04984e-09,
2.11483e-08,0.45,1.37697e-09,
2.11493e-08,0.45,-4.36248e-09,
2.11503e-08,0.45,6.76237e-09,
2.11513e-08,0.45,2.12654e-09,
2.11523e-08,0.45,2.23179e-09,
2.11533e-08,0.45,-1.20432e-09,
2.11543e-08,0.45,9.71981e-09,
2.11553e-08,0.45,6.59007e-09,
2.11563e-08,0.45,5.33205e-09,
2.11573e-08,0.45,1.23929e-09,
2.11583e-08,0.45,6.67504e-09,
2.11593e-08,0.45,6.06153e-09,
2.11603e-08,0.45,1.82416e-08,
2.11613e-08,0.45,1.65827e-08,
2.11623e-08,0.45,2.79411e-08,
2.11633e-08,0.45,2.99536e-08,
2.11643e-08,0.45,4.08266e-08,
2.11653e-08,0.45,3.82091e-08,
2.11663e-08,0.45,2.40043e-08,
2.11673e-08,0.45,1.14964e-08,
2.11683e-08,0.45,1.09845e-08,
2.11693e-08,0.45,3.35661e-09,
2.11703e-08,0.45,2.00296e-09,
2.11713e-08,0.45,-5.28082e-09,
2.11723e-08,0.45,4.33343e-09,
2.11733e-08,0.45,6.46215e-09,
2.11743e-08,0.45,1.71223e-08,
2.11753e-08,0.45,2.18453e-08,
2.11763e-08,0.45,3.24021e-08,
2.11773e-08,0.45,3.76554e-08,
2.11783e-08,0.45,1.95433e-08,
2.11793e-08,0.45,1.3582e-08,
2.11803e-08,0.45,1.07351e-08,
2.11813e-08,0.45,3.6351e-09,
2.11823e-08,0.45,2.87408e-09,
2.11833e-08,0.45,-5.36749e-09,
2.11843e-08,0.45,-1.17247e-08,
2.11853e-08,0.45,-5.4475e-10,
2.11863e-08,0.45,4.82972e-09,
2.11873e-08,0.45,7.53502e-09,
2.11883e-08,0.45,1.2761e-08,
2.11893e-08,0.45,1.16894e-08,
2.11903e-08,0.45,6.17571e-09,
2.11913e-08,0.45,1.0002e-08,
2.11923e-08,0.45,1.42666e-08,
2.11933e-08,0.45,9.3275e-09,
2.11943e-08,0.45,5.82024e-09,
2.11953e-08,0.45,8.006e-09,
2.11963e-08,0.45,1.14668e-08,
2.11973e-08,0.45,8.17378e-09,
2.11983e-08,0.45,9.96004e-09,
2.11993e-08,0.45,9.68053e-09,
2.12003e-08,0.45,6.67518e-09,
2.12013e-08,0.45,5.2318e-09,
2.12023e-08,0.45,4.11502e-09,
2.12033e-08,0.45,5.19279e-09,
2.12043e-08,0.45,-4.0989e-09,
2.12053e-08,0.45,-1.11691e-08,
2.12063e-08,0.45,9.2981e-10,
2.12073e-08,0.45,7.94353e-09,
2.12083e-08,0.45,1.1366e-08,
2.12093e-08,0.45,8.18503e-09,
2.12103e-08,0.45,9.05699e-09,
2.12113e-08,0.45,7.06605e-09,
2.12123e-08,0.45,6.28537e-09,
2.12133e-08,0.45,6.2421e-09,
2.12143e-08,0.45,1.01243e-08,
2.12153e-08,0.45,-7.83352e-11,
2.12163e-08,0.45,2.91882e-09,
2.12173e-08,0.45,1.15734e-08,
2.12183e-08,0.45,1.02671e-08,
2.12193e-08,0.45,6.17732e-09,
2.12203e-08,0.45,4.36336e-09,
2.12213e-08,0.45,5.61489e-10,
2.12223e-08,0.45,8.10521e-12,
2.12233e-08,0.45,-3.67774e-09,
2.12243e-08,0.45,-4.29544e-09,
2.12253e-08,0.45,-6.23498e-09,
2.12263e-08,0.45,-4.45189e-09,
2.12273e-08,0.45,5.29339e-11,
2.12283e-08,0.45,2.39016e-09,
2.12293e-08,0.45,1.0294e-08,
2.12303e-08,0.45,8.00703e-09,
2.12313e-08,0.45,5.99812e-09,
2.12323e-08,0.45,4.72027e-09,
2.12333e-08,0.45,3.1268e-09,
2.12343e-08,0.45,9.51312e-09,
2.12353e-08,0.45,6.38652e-09,
2.12363e-08,0.45,-3.0378e-09,
2.12373e-08,0.45,-2.16592e-08,
2.12383e-08,0.45,-1.25912e-08,
2.12393e-08,0.45,2.47776e-09,
2.12403e-08,0.45,5.29427e-09,
2.12413e-08,0.45,2.41713e-09,
2.12423e-08,0.45,-5.71431e-10,
2.12433e-08,0.45,7.17001e-10,
2.12443e-08,0.45,-2.21752e-09,
2.12453e-08,0.45,-2.78422e-09,
2.12463e-08,0.45,-5.11835e-09,
2.12473e-08,0.45,2.81272e-11,
2.12483e-08,0.45,7.45834e-10,
2.12493e-08,0.45,-7.14056e-11,
2.12503e-08,0.45,-7.02093e-10,
2.12513e-08,0.45,-1.47828e-09,
2.12523e-08,0.45,-2.18063e-10,
2.12533e-08,0.45,-7.96231e-10,
2.12543e-08,0.45,5.6577e-10,
2.12553e-08,0.45,3.09453e-10,
2.12563e-08,0.45,1.66061e-09,
2.12573e-08,0.45,-4.39003e-10,
2.12583e-08,0.45,1.77599e-09,
2.12593e-08,0.45,1.02139e-09,
2.12603e-08,0.45,4.68286e-09,
2.12613e-08,0.45,-5.02101e-11,
2.12623e-08,0.45,-3.72002e-09,
2.12633e-08,0.45,-6.65388e-09,
2.12643e-08,0.45,-8.6711e-09,
2.12653e-08,0.45,-1.18721e-08,
2.12663e-08,0.45,-1.42038e-08,
2.12673e-08,0.45,-1.71973e-08,
2.12683e-08,0.45,-1.95486e-08,
2.12693e-08,0.45,-2.23613e-08,
2.12703e-08,0.45,-2.48332e-08,
2.12713e-08,0.45,-2.86025e-08,
2.12723e-08,0.45,-3.04231e-08,
2.12733e-08,0.45,-3.33587e-08,
2.12743e-08,0.45,-3.47528e-08,
2.12753e-08,0.45,-3.79018e-08,
2.12763e-08,0.45,-3.88193e-08,
2.12773e-08,0.45,-4.10376e-08,
2.12783e-08,0.45,-4.31513e-08,
2.12793e-08,0.45,-4.59509e-08,
2.12803e-08,0.45,-4.80496e-08,
2.12813e-08,0.45,-5.05605e-08,
2.12823e-08,0.45,-5.24964e-08,
2.12833e-08,0.45,-5.50599e-08,
2.12843e-08,0.45,-5.69998e-08,
2.12853e-08,0.45,-5.94863e-08,
2.12863e-08,0.45,-6.14191e-08,
2.12873e-08,0.45,-6.35187e-08,
2.12883e-08,0.45,-6.53704e-08,
2.12893e-08,0.45,-6.7706e-08,
2.12903e-08,0.45,-6.89505e-08,
2.12913e-08,0.45,-7.09355e-08,
2.12923e-08,0.45,-2.93967e-08,
2.12933e-08,0.45,-1.26106e-08,
2.12943e-08,0.45,-6.81583e-09,
2.12953e-08,0.45,-4.82329e-09,
2.12963e-08,0.45,1.83755e-09,
2.12973e-08,0.45,4.33647e-09,
2.12983e-08,0.45,1.10025e-08,
2.12993e-08,0.45,1.66742e-08,
2.13003e-08,0.45,3.71621e-09,
2.13013e-08,0.45,-2.2484e-10,
2.13023e-08,0.45,-2.32679e-09,
2.13033e-08,0.45,-5.98829e-09,
2.13043e-08,0.45,-8.10154e-09,
2.13053e-08,0.45,-1.17117e-08,
2.13063e-08,0.45,-1.35607e-08,
2.13073e-08,0.45,-1.71696e-08,
2.13083e-08,0.45,-1.90095e-08,
2.13093e-08,0.45,-2.22541e-08,
2.13103e-08,0.45,-2.41919e-08,
2.13113e-08,0.45,-2.9831e-08,
2.13123e-08,0.45,-3.13714e-08,
2.13133e-08,0.45,-3.36905e-08,
2.13143e-08,0.45,-3.62673e-08,
2.13153e-08,0.45,-3.96901e-08,
2.13163e-08,0.45,-4.20307e-08,
2.13173e-08,0.45,-4.67137e-08,
2.13183e-08,0.45,-4.80313e-08,
2.13193e-08,0.45,-5.10464e-08,
2.13203e-08,0.45,-5.29682e-08,
2.13213e-08,0.45,-5.73958e-08,
2.13223e-08,0.45,-5.8014e-08,
2.13233e-08,0.45,-6.07047e-08,
2.13243e-08,0.45,-6.23871e-08,
2.13253e-08,0.45,-6.60881e-08,
2.13263e-08,0.45,-6.72442e-08,
2.13273e-08,0.45,-6.87652e-08,
2.13283e-08,0.45,-6.98714e-08,
2.13293e-08,0.45,-7.47329e-08,
2.13303e-08,0.45,-7.61646e-08,
2.13313e-08,0.45,-8.09685e-08,
2.13323e-08,0.45,-8.22319e-08,
2.13333e-08,0.45,-8.71701e-08,
2.13343e-08,0.45,-9.1248e-08,
2.13353e-08,0.45,-9.62953e-08,
2.13363e-08,0.45,-9.7154e-08,
2.13373e-08,0.45,-1.01949e-07,
2.13383e-08,0.45,-1.02867e-07,
2.13393e-08,0.45,-1.07784e-07,
2.13403e-08,0.45,-1.08734e-07,
2.13413e-08,0.45,-1.13641e-07,
2.13423e-08,0.45,-1.13519e-07,
2.13433e-08,0.45,-1.16329e-07,
2.13443e-08,0.45,-1.18551e-07,
2.13453e-08,0.45,-1.23502e-07,
2.13463e-08,0.45,-1.29245e-07,
2.13473e-08,0.45,-1.35607e-07,
2.13483e-08,0.45,-1.44175e-07,
2.13493e-08,0.45,-6.17327e-08,
2.13503e-08,0.45,-2.29635e-08,
2.13513e-08,0.45,-8.72239e-09,
2.13523e-08,0.45,-4.84421e-09,
2.13533e-08,0.45,2.11915e-09,
2.13543e-08,0.45,-2.56002e-09,
2.13553e-08,0.45,-2.76018e-09,
2.13563e-08,0.45,-7.31041e-09,
2.13573e-08,0.45,-7.33454e-09,
2.13583e-08,0.45,-1.18992e-08,
2.13593e-08,0.45,-1.19399e-08,
2.13603e-08,0.45,-1.42509e-08,
2.13613e-08,0.45,-1.43304e-08,
2.13623e-08,0.45,-8.35699e-09,
2.13633e-08,0.45,-5.35046e-09,
2.13643e-08,0.45,-4.44972e-09,
2.13653e-08,0.45,-4.11437e-09,
2.13663e-08,0.45,-3.0826e-09,
2.13673e-08,0.45,3.2177e-09,
2.13683e-08,0.45,3.47528e-09,
2.13693e-08,0.45,8.85207e-09,
2.13703e-08,0.45,6.74409e-09,
2.13713e-08,0.45,7.11828e-09,
2.13723e-08,0.45,4.24559e-09,
2.13733e-08,0.45,7.43768e-09,
2.13743e-08,0.45,4.54582e-09,
2.13753e-08,0.45,5.05594e-09,
2.13763e-08,0.45,2.74311e-09,
2.13773e-08,0.45,4.81976e-09,
2.13783e-08,0.45,1.99144e-09,
2.13793e-08,0.45,3.441e-09,
2.13803e-08,0.45,8.44681e-10,
2.13813e-08,0.45,2.69316e-09,
2.13823e-08,0.45,1.4462e-09,
2.13833e-08,0.45,3.46702e-09,
2.13843e-08,0.45,-3.1555e-10,
2.13853e-08,0.45,4.59235e-09,
2.13863e-08,0.45,4.08124e-09,
2.13873e-08,0.45,8.75758e-09,
2.13883e-08,0.45,7.97282e-09,
2.13893e-08,0.45,1.27026e-08,
2.13903e-08,0.45,1.24799e-08,
2.13913e-08,0.45,1.0002e-08,
2.13923e-08,0.45,6.19029e-09,
2.13933e-08,0.45,3.84051e-09,
2.13943e-08,0.45,2.08523e-09,
2.13953e-08,0.45,5.0559e-09,
2.13963e-08,0.45,3.31872e-09,
2.13973e-08,0.45,4.36115e-09,
2.13983e-08,0.45,3.90014e-09,
2.13993e-08,0.45,-3.19211e-09,
2.14003e-08,0.45,-7.82899e-09,
2.14013e-08,0.45,6.49232e-09,
2.14023e-08,0.45,-4.75014e-10,
2.14033e-08,0.45,-3.39077e-09,
2.14043e-08,0.45,1.46756e-09,
2.14053e-08,0.45,1.35835e-09,
2.14063e-08,0.45,-7.53946e-09,
2.14073e-08,0.45,3.22108e-09,
2.14083e-08,0.45,5.60422e-09,
2.14093e-08,0.45,1.13902e-08,
2.14103e-08,0.45,3.76552e-09,
2.14113e-08,0.45,4.90099e-09,
2.14123e-08,0.45,-1.52675e-09,
2.14133e-08,0.45,4.22242e-09,
2.14143e-08,0.45,-2.4338e-09,
2.14153e-08,0.45,1.61995e-09,
2.14163e-08,0.45,-3.12616e-09,
2.14173e-08,0.45,-3.37253e-10,
2.14183e-08,0.45,-5.48488e-09,
2.14193e-08,0.45,-2.53659e-10,
2.14203e-08,0.45,-5.08122e-09,
2.14213e-08,0.45,-1.65002e-09,
2.14223e-08,0.45,-4.7775e-09,
2.14233e-08,0.45,-1.14094e-09,
2.14243e-08,0.45,-4.11116e-09,
2.14253e-08,0.45,-1.28505e-09,
2.14263e-08,0.45,7.83084e-09,
2.14273e-08,0.45,2.3776e-08,
2.14283e-08,0.45,2.10764e-08,
2.14293e-08,0.45,3.50987e-08,
2.14303e-08,0.45,5.17773e-08,
2.14313e-08,0.45,2.37038e-08,
2.14323e-08,0.45,1.1038e-08,
2.14333e-08,0.45,1.09211e-08,
2.14343e-08,0.45,9.40367e-09,
2.14353e-08,0.45,5.68973e-09,
2.14363e-08,0.45,4.76256e-09,
2.14373e-08,0.45,2.23591e-09,
2.14383e-08,0.45,-3.79097e-09,
2.14393e-08,0.45,-6.05487e-09,
2.14403e-08,0.45,-1.19565e-08,
2.14413e-08,0.45,-4.36297e-09,
2.14423e-08,0.45,7.98981e-10,
2.14433e-08,0.45,8.75995e-09,
2.14443e-08,0.45,1.36701e-08,
2.14453e-08,0.45,2.06939e-08,
2.14463e-08,0.45,9.82797e-09,
2.14473e-08,0.45,2.51912e-08,
2.14483e-08,0.45,1.73733e-08,
2.14493e-08,0.45,-4.62991e-09,
2.14503e-08,0.45,4.97919e-09,
2.14513e-08,0.45,2.16705e-08,
2.14523e-08,0.45,1.54795e-08,
2.14533e-08,0.45,-1.18014e-10,
2.14543e-08,0.45,1.5629e-08,
2.14553e-08,0.45,2.59245e-08,
2.14563e-08,0.45,1.27176e-08,
2.14573e-08,0.45,4.23568e-09,
