35:*******************************************,
Transient Analysis,
Mon Nov 14 20:39:55 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(vdd) [V],v(out) [V],
3.03623e-08,0.45,3.91717e-08,
3.03633e-08,0.45,1.90146e-08,
3.03643e-08,0.45,-3.37118e-08,
3.03653e-08,0.45,1.29196e-08,
3.03663e-08,0.45,3.88344e-08,
3.03673e-08,0.45,4.52893e-08,
3.03683e-08,0.45,-1.27625e-08,
3.03693e-08,0.45,1.36366e-08,
3.03703e-08,0.45,3.57401e-08,
3.03713e-08,0.45,9.01996e-09,
3.03723e-08,0.45,-2.26018e-08,
3.03733e-08,0.45,8.56268e-09,
3.03743e-08,0.45,2.64183e-08,
3.03753e-08,0.45,3.51999e-08,
3.03763e-08,0.45,-7.53176e-09,
3.03773e-08,0.45,1.23478e-08,
3.03783e-08,0.45,2.49954e-08,
3.03793e-08,0.45,4.07055e-08,
3.03803e-08,0.45,6.12996e-09,
3.03813e-08,0.45,1.30864e-08,
3.03823e-08,0.45,2.53721e-09,
3.03833e-08,0.45,-9.75841e-09,
3.03843e-08,0.45,-1.51395e-08,
3.03853e-08,0.45,4.04525e-09,
3.03863e-08,0.45,4.95265e-09,
3.03873e-08,0.45,1.13555e-08,
3.03883e-08,0.45,7.63543e-09,
3.03893e-08,0.45,6.02158e-09,
3.03903e-08,0.45,-1.20302e-08,
3.03913e-08,0.45,1.6286e-09,
3.03923e-08,0.45,9.7353e-09,
3.03933e-08,0.45,4.49445e-10,
3.03943e-08,0.45,-1.0867e-08,
3.03953e-08,0.45,3.92359e-09,
3.03963e-08,0.45,1.12203e-08,
3.03973e-08,0.45,2.49402e-08,
3.03983e-08,0.45,1.79249e-08,
3.03993e-08,0.45,2.87717e-08,
3.04003e-08,0.45,2.06956e-08,
3.04013e-08,0.45,1.25906e-08,
3.04023e-08,0.45,6.58791e-09,
3.04033e-08,0.45,-6.27216e-09,
3.04043e-08,0.45,-1.62256e-08,
3.04053e-08,0.45,-1.11246e-08,
3.04063e-08,0.45,-1.513e-08,
3.04073e-08,0.45,-1.62311e-09,
3.04083e-08,0.45,-6.26097e-09,
3.04093e-08,0.45,-1.18563e-08,
3.04103e-08,0.45,-1.25201e-08,
3.04113e-08,0.45,-3.64113e-09,
3.04123e-08,0.45,-8.00046e-09,
3.04133e-08,0.45,-1.17866e-08,
3.04143e-08,0.45,-1.10559e-08,
3.04153e-08,0.45,-6.37786e-09,
3.04163e-08,0.45,2.74822e-09,
3.04173e-08,0.45,2.03042e-08,
3.04183e-08,0.45,2.82321e-08,
3.04193e-08,0.45,1.98067e-08,
3.04203e-08,0.45,5.82578e-09,
3.04213e-08,0.45,-5.1536e-09,
3.04223e-08,0.45,-1.53569e-08,
3.04233e-08,0.45,-1.8043e-08,
3.04243e-08,0.45,-8.15582e-09,
3.04253e-08,0.45,-2.14347e-09,
3.04263e-08,0.45,-3.91063e-09,
3.04273e-08,0.45,7.28186e-10,
3.04283e-08,0.45,-2.87706e-09,
3.04293e-08,0.45,1.87643e-09,
3.04303e-08,0.45,-1.67998e-09,
3.04313e-08,0.45,-1.7075e-09,
3.04323e-08,0.45,-5.93119e-09,
3.04333e-08,0.45,1.14118e-09,
3.04343e-08,0.45,-2.55992e-09,
3.04353e-08,0.45,5.45162e-09,
3.04363e-08,0.45,6.51608e-09,
3.04373e-08,0.45,1.34051e-08,
3.04383e-08,0.45,1.47891e-08,
3.04393e-08,0.45,2.19556e-08,
3.04403e-08,0.45,2.30934e-08,
3.04413e-08,0.45,2.93259e-08,
3.04423e-08,0.45,3.19412e-08,
3.04433e-08,0.45,1.11219e-08,
3.04443e-08,0.45,3.54726e-09,
3.04453e-08,0.45,1.51621e-09,
3.04463e-08,0.45,-8.49428e-09,
3.04473e-08,0.45,-7.60147e-09,
3.04483e-08,0.45,-1.27021e-08,
3.04493e-08,0.45,-1.22977e-08,
3.04503e-08,0.45,6.26986e-09,
3.04513e-08,0.45,1.88897e-08,
3.04523e-08,0.45,1.19433e-08,
3.04533e-08,0.45,-1.23636e-09,
3.04543e-08,0.45,-3.59189e-09,
3.04553e-08,0.45,7.35687e-09,
3.04563e-08,0.45,-8.32152e-10,
3.04573e-08,0.45,-3.23358e-09,
3.04583e-08,0.45,-9.75281e-10,
3.04593e-08,0.45,6.23365e-09,
3.04603e-08,0.45,9.6023e-10,
3.04613e-08,0.45,-9.51244e-09,
3.04623e-08,0.45,-1.67639e-09,
3.04633e-08,0.45,4.93967e-09,
3.04643e-08,0.45,7.22316e-09,
3.04653e-08,0.45,-7.64846e-09,
3.04663e-08,0.45,-1.05328e-08,
3.04673e-08,0.45,-3.13515e-09,
3.04683e-08,0.45,-4.53148e-09,
3.04693e-08,0.45,-9.71339e-09,
3.04703e-08,0.45,-5.61272e-09,
3.04713e-08,0.45,2.55135e-10,
3.04723e-08,0.45,1.58897e-09,
3.04733e-08,0.45,3.30205e-09,
3.04743e-08,0.45,2.90526e-09,
3.04753e-08,0.45,8.24909e-09,
3.04763e-08,0.45,1.98495e-08,
3.04773e-08,0.45,2.48984e-08,
3.04783e-08,0.45,-2.61268e-09,
3.04793e-08,0.45,-2.5143e-09,
3.04803e-08,0.45,1.20841e-08,
3.04813e-08,0.45,3.73489e-10,
3.04823e-08,0.45,-6.92288e-09,
3.04833e-08,0.45,1.10288e-08,
3.04843e-08,0.45,2.59808e-08,
3.04853e-08,0.45,2.47341e-08,
3.04863e-08,0.45,1.76124e-08,
3.04873e-08,0.45,3.05887e-08,
3.04883e-08,0.45,4.25231e-08,
3.04893e-08,0.45,3.92887e-08,
3.04903e-08,0.45,3.72232e-08,
3.04913e-08,0.45,2.95213e-08,
3.04923e-08,0.45,3.6845e-08,
3.04933e-08,0.45,5.25277e-08,
3.04943e-08,0.45,2.46559e-08,
3.04953e-08,0.45,1.39929e-08,
3.04963e-08,0.45,7.08292e-09,
3.04973e-08,0.45,2.39888e-09,
3.04983e-08,0.45,3.27857e-09,
3.04993e-08,0.45,-7.01755e-09,
3.05003e-08,0.45,1.4484e-09,
3.05013e-08,0.45,1.38683e-08,
3.05023e-08,0.45,1.75099e-08,
3.05033e-08,0.45,1.25241e-08,
3.05043e-08,0.45,6.89771e-09,
3.05053e-08,0.45,9.69535e-09,
3.05063e-08,0.45,4.69443e-09,
3.05073e-08,0.45,-6.985e-09,
3.05083e-08,0.45,5.54193e-09,
3.05093e-08,0.45,1.21106e-08,
3.05103e-08,0.45,1.70541e-09,
3.05113e-08,0.45,-5.30552e-09,
3.05123e-08,0.45,2.66801e-09,
3.05133e-08,0.45,6.40885e-09,
3.05143e-08,0.45,-5.03396e-09,
3.05153e-08,0.45,-9.47998e-09,
3.05163e-08,0.45,-7.52695e-10,
3.05173e-08,0.45,4.79583e-09,
3.05183e-08,0.45,3.87824e-09,
3.05193e-08,0.45,-4.99598e-09,
3.05203e-08,0.45,-6.5933e-10,
3.05213e-08,0.45,3.42148e-09,
3.05223e-08,0.45,7.63932e-09,
3.05233e-08,0.45,1.27627e-08,
3.05243e-08,0.45,1.44058e-08,
3.05253e-08,0.45,1.29215e-08,
3.05263e-08,0.45,2.0341e-08,
3.05273e-08,0.45,2.56549e-08,
3.05283e-08,0.45,1.08494e-08,
3.05293e-08,0.45,2.8399e-09,
3.05303e-08,0.45,2.77319e-09,
3.05313e-08,0.45,-5.2486e-09,
3.05323e-08,0.45,-7.54361e-09,
3.05333e-08,0.45,-2.09689e-09,
3.05343e-08,0.45,2.44076e-09,
3.05353e-08,0.45,-5.83095e-09,
3.05363e-08,0.45,-1.30698e-08,
3.05373e-08,0.45,-5.68423e-09,
3.05383e-08,0.45,1.08747e-08,
3.05393e-08,0.45,2.61683e-08,
3.05403e-08,0.45,4.2046e-08,
3.05413e-08,0.45,5.37455e-08,
3.05423e-08,0.45,5.79401e-08,
3.05433e-08,0.45,6.31436e-08,
3.05443e-08,0.45,2.93351e-08,
3.05453e-08,0.45,1.63256e-08,
3.05463e-08,0.45,1.09818e-08,
3.05473e-08,0.45,6.66245e-09,
3.05483e-08,0.45,2.12312e-09,
3.05493e-08,0.45,-1.33541e-08,
3.05503e-08,0.45,-1.74834e-09,
3.05513e-08,0.45,1.58527e-08,
3.05523e-08,0.45,1.91843e-08,
3.05533e-08,0.45,-6.57755e-10,
3.05543e-08,0.45,7.78865e-09,
3.05553e-08,0.45,1.4428e-08,
3.05563e-08,0.45,8.16581e-09,
3.05573e-08,0.45,-2.97207e-09,
3.05583e-08,0.45,8.58694e-09,
3.05593e-08,0.45,1.14588e-08,
3.05603e-08,0.45,-1.80724e-09,
3.05613e-08,0.45,-8.34868e-09,
3.05623e-08,0.45,-6.74062e-09,
3.05633e-08,0.45,-6.31032e-09,
3.05643e-08,0.45,-1.16969e-09,
3.05653e-08,0.45,6.59351e-09,
3.05663e-08,0.45,1.4628e-08,
3.05673e-08,0.45,1.96982e-08,
3.05683e-08,0.45,2.58535e-08,
3.05693e-08,0.45,3.3059e-08,
3.05703e-08,0.45,2.90654e-08,
3.05713e-08,0.45,7.67468e-09,
3.05723e-08,0.45,-1.73883e-08,
3.05733e-08,0.45,-2.46294e-08,
3.05743e-08,0.45,-5.70914e-10,
3.05753e-08,0.45,8.27183e-09,
3.05763e-08,0.45,4.82575e-09,
3.05773e-08,0.45,4.02594e-09,
3.05783e-08,0.45,7.70256e-09,
3.05793e-08,0.45,4.61791e-09,
3.05803e-08,0.45,6.5158e-09,
3.05813e-08,0.45,1.75806e-09,
3.05823e-08,0.45,3.56714e-09,
3.05833e-08,0.45,1.62185e-09,
3.05843e-08,0.45,3.87862e-09,
3.05853e-08,0.45,1.86884e-09,
3.05863e-08,0.45,-2.39676e-09,
3.05873e-08,0.45,-8.49186e-09,
3.05883e-08,0.45,-1.10955e-08,
3.05893e-08,0.45,-3.16351e-09,
3.05903e-08,0.45,3.75987e-09,
3.05913e-08,0.45,1.04137e-08,
3.05923e-08,0.45,5.88153e-09,
3.05933e-08,0.45,2.5584e-09,
3.05943e-08,0.45,1.86419e-10,
3.05953e-08,0.45,-1.58334e-09,
3.05963e-08,0.45,-4.63797e-09,
3.05973e-08,0.45,-4.30256e-09,
3.05983e-08,0.45,2.00089e-11,
3.05993e-08,0.45,-1.6535e-10,
3.06003e-08,0.45,1.78928e-09,
3.06013e-08,0.45,-3.21642e-09,
3.06023e-08,0.45,-5.57486e-09,
3.06033e-08,0.45,-1.05375e-08,
3.06043e-08,0.45,-1.22345e-08,
3.06053e-08,0.45,-9.68609e-09,
3.06063e-08,0.45,-4.96191e-09,
3.06073e-08,0.45,-9.24229e-10,
3.06083e-08,0.45,-1.18829e-09,
3.06093e-08,0.45,-2.61537e-09,
3.06103e-08,0.45,-3.76959e-09,
3.06113e-08,0.45,-5.13886e-09,
3.06123e-08,0.45,-1.63338e-09,
3.06133e-08,0.45,3.8555e-11,
3.06143e-08,0.45,4.1003e-09,
3.06153e-08,0.45,-1.41111e-10,
3.06163e-08,0.45,-1.7828e-09,
3.06173e-08,0.45,-5.972e-09,
3.06183e-08,0.45,-8.23825e-09,
3.06193e-08,0.45,-1.29282e-08,
3.06203e-08,0.45,-2.11211e-08,
3.06213e-08,0.45,-2.56428e-08,
3.06223e-08,0.45,-3.274e-08,
3.06233e-08,0.45,-3.66312e-08,
3.06243e-08,0.45,-3.6782e-08,
3.06253e-08,0.45,-4.20172e-08,
3.06263e-08,0.45,-4.11637e-08,
3.06273e-08,0.45,-6.88698e-09,
3.06283e-08,0.45,7.53266e-10,
3.06293e-08,0.45,6.50176e-09,
3.06303e-08,0.45,1.90639e-08,
3.06313e-08,0.45,4.137e-08,
3.06323e-08,0.45,3.66797e-08,
3.06333e-08,0.45,3.64038e-08,
3.06343e-08,0.45,2.9158e-08,
3.06353e-08,0.45,2.94745e-08,
3.06363e-08,0.45,2.22886e-08,
3.06373e-08,0.45,2.23411e-08,
3.06383e-08,0.45,1.84884e-08,
3.06393e-08,0.45,1.47561e-08,
3.06403e-08,0.45,6.68795e-09,
3.06413e-08,0.45,-6.21004e-09,
3.06423e-08,0.45,1.63876e-08,
3.06433e-08,0.45,2.7032e-08,
3.06443e-08,0.45,2.81551e-08,
3.06453e-08,0.45,3.08296e-08,
3.06463e-08,0.45,3.21589e-08,
3.06473e-08,0.45,3.47328e-08,
3.06483e-08,0.45,3.60997e-08,
3.06493e-08,0.45,3.87637e-08,
3.06503e-08,0.45,4.00432e-08,
3.06513e-08,0.45,4.21556e-08,
3.06523e-08,0.45,4.36763e-08,
3.06533e-08,0.45,4.58221e-08,
3.06543e-08,0.45,4.75224e-08,
3.06553e-08,0.45,4.96347e-08,
3.06563e-08,0.45,4.55201e-08,
3.06573e-08,0.45,4.83543e-08,
3.06583e-08,0.45,4.42641e-08,
3.06593e-08,0.45,3.00806e-08,
3.06603e-08,0.45,2.53797e-08,
3.06613e-08,0.45,2.4152e-08,
3.06623e-08,0.45,1.89538e-08,
3.06633e-08,0.45,1.77074e-08,
3.06643e-08,0.45,1.22268e-08,
3.06653e-08,0.45,9.60006e-09,
3.06663e-08,0.45,3.38181e-09,
3.06673e-08,0.45,8.41143e-10,
3.06683e-08,0.45,-4.47142e-09,
3.06693e-08,0.45,-7.1027e-09,
3.06703e-08,0.45,-1.4553e-08,
3.06713e-08,0.45,1.39837e-08,
3.06723e-08,0.45,2.27834e-08,
3.06733e-08,0.45,2.76809e-08,
3.06743e-08,0.45,2.93115e-08,
3.06753e-08,0.45,2.88101e-08,
3.06763e-08,0.45,2.73023e-08,
3.06773e-08,0.45,2.67994e-08,
3.06783e-08,0.45,2.51972e-08,
3.06793e-08,0.45,2.604e-08,
3.06803e-08,0.45,2.58671e-08,
3.06813e-08,0.45,3.15824e-08,
3.06823e-08,0.45,3.11379e-08,
3.06833e-08,0.45,3.06847e-08,
3.06843e-08,0.45,3.47475e-08,
3.06853e-08,0.45,3.48697e-08,
3.06863e-08,0.45,3.86689e-08,
3.06873e-08,0.45,2.11e-08,
3.06883e-08,0.45,4.59275e-09,
3.06893e-08,0.45,-3.99758e-09,
3.06903e-08,0.45,7.92252e-09,
3.06913e-08,0.45,1.46903e-08,
3.06923e-08,0.45,2.22319e-08,
3.06933e-08,0.45,2.43562e-08,
3.06943e-08,0.45,1.32178e-08,
3.06953e-08,0.45,6.52517e-09,
3.06963e-08,0.45,6.25773e-09,
3.06973e-08,0.45,1.10337e-08,
3.06983e-08,0.45,1.20688e-08,
3.06993e-08,0.45,1.51686e-08,
3.07003e-08,0.45,1.8128e-08,
3.07013e-08,0.45,2.01607e-08,
3.07023e-08,0.45,1.99208e-08,
3.07033e-08,0.45,2.28084e-08,
3.07043e-08,0.45,2.33894e-08,
3.07053e-08,0.45,2.62575e-08,
3.07063e-08,0.45,2.5231e-08,
3.07073e-08,0.45,2.82386e-08,
3.07083e-08,0.45,2.75755e-08,
3.07093e-08,0.45,3.25941e-08,
3.07103e-08,0.45,3.06747e-08,
3.07113e-08,0.45,3.21106e-08,
3.07123e-08,0.45,2.69831e-08,
3.07133e-08,0.45,1.72283e-08,
3.07143e-08,0.45,1.15558e-08,
3.07153e-08,0.45,1.45598e-08,
3.07163e-08,0.45,1.57139e-08,
3.07173e-08,0.45,1.89631e-08,
3.07183e-08,0.45,2.05763e-08,
3.07193e-08,0.45,2.47277e-08,
3.07203e-08,0.45,2.69949e-08,
3.07213e-08,0.45,3.08455e-08,
3.07223e-08,0.45,4.06166e-08,
3.07233e-08,0.45,2.7519e-08,
3.07243e-08,0.45,2.17193e-08,
3.07253e-08,0.45,1.75093e-08,
3.07263e-08,0.45,1.75848e-08,
3.07273e-08,0.45,1.8535e-08,
3.07283e-08,0.45,1.86538e-08,
3.07293e-08,0.45,1.95888e-08,
3.07303e-08,0.45,1.94826e-08,
3.07313e-08,0.45,1.88184e-08,
3.07323e-08,0.45,1.89695e-08,
3.07333e-08,0.45,1.8441e-08,
3.07343e-08,0.45,1.8621e-08,
3.07353e-08,0.45,1.74098e-08,
3.07363e-08,0.45,1.75917e-08,
3.07373e-08,0.45,1.7535e-08,
3.07383e-08,0.45,2.54545e-08,
3.07393e-08,0.45,2.73235e-08,
3.07403e-08,0.45,1.11719e-08,
3.07413e-08,0.45,1.78337e-08,
3.07423e-08,0.45,2.03788e-08,
3.07433e-08,0.45,2.93759e-08,
3.07443e-08,0.45,3.12822e-08,
3.07453e-08,0.45,3.10442e-08,
3.07463e-08,0.45,3.81089e-08,
3.07473e-08,0.45,4.04045e-08,
3.07483e-08,0.45,4.41954e-08,
3.07493e-08,0.45,4.50103e-08,
3.07503e-08,0.45,3.50321e-08,
3.07513e-08,0.45,2.2221e-08,
3.07523e-08,0.45,9.14723e-09,
3.07533e-08,0.45,1.58096e-08,
3.07543e-08,0.45,1.99512e-08,
3.07553e-08,0.45,2.63866e-08,
3.07563e-08,0.45,3.12941e-08,
3.07573e-08,0.45,3.80786e-08,
3.07583e-08,0.45,3.54075e-08,
3.07593e-08,0.45,4.21217e-08,
3.07603e-08,0.45,4.4057e-08,
3.07613e-08,0.45,4.93876e-08,
3.07623e-08,0.45,5.25149e-08,
3.07633e-08,0.45,5.67328e-08,
3.07643e-08,0.45,5.83415e-08,
3.07653e-08,0.45,6.41031e-08,
3.07663e-08,0.45,6.25197e-08,
3.07673e-08,0.45,6.65603e-08,
3.07683e-08,0.45,6.4576e-08,
3.07693e-08,0.45,3.89385e-08,
3.07703e-08,0.45,2.76909e-08,
3.07713e-08,0.45,2.40154e-08,
3.07723e-08,0.45,1.63661e-08,
3.07733e-08,0.45,1.23495e-08,
3.07743e-08,0.45,1.77877e-08,
3.07753e-08,0.45,2.38163e-08,
3.07763e-08,0.45,2.94064e-08,
3.07773e-08,0.45,2.46715e-08,
3.07783e-08,0.45,2.16489e-08,
3.07793e-08,0.45,1.6829e-08,
3.07803e-08,0.45,1.40112e-08,
3.07813e-08,0.45,1.61392e-08,
3.07823e-08,0.45,1.78098e-08,
3.07833e-08,0.45,2.21533e-08,
3.07843e-08,0.45,1.8471e-08,
3.07853e-08,0.45,1.69293e-08,
3.07863e-08,0.45,1.32201e-08,
3.07873e-08,0.45,1.02255e-08,
3.07883e-08,0.45,1.0327e-08,
3.07893e-08,0.45,1.05369e-08,
3.07903e-08,0.45,1.0681e-08,
3.07913e-08,0.45,1.41946e-08,
3.07923e-08,0.45,1.47793e-08,
3.07933e-08,0.45,2.07492e-08,
3.07943e-08,0.45,2.08712e-08,
3.07953e-08,0.45,2.18246e-08,
3.07963e-08,0.45,1.76097e-08,
3.07973e-08,0.45,2.07237e-08,
3.07983e-08,0.45,1.81315e-08,
3.07993e-08,0.45,1.86059e-08,
3.08003e-08,0.45,2.02188e-08,
3.08013e-08,0.45,1.8799e-08,
3.08023e-08,0.45,2.16113e-08,
3.08033e-08,0.45,2.13533e-08,
3.08043e-08,0.45,2.39645e-08,
3.08053e-08,0.45,2.40603e-08,
3.08063e-08,0.45,1.95654e-08,
3.08073e-08,0.45,1.97005e-08,
3.08083e-08,0.45,1.69875e-08,
3.08093e-08,0.45,1.71102e-08,
3.08103e-08,0.45,2.36774e-08,
3.08113e-08,0.45,2.45695e-08,
3.08123e-08,0.45,2.28637e-08,
3.08133e-08,0.45,2.40951e-08,
3.08143e-08,0.45,2.40846e-08,
3.08153e-08,0.45,2.08639e-08,
3.08163e-08,0.45,2.08744e-08,
3.08173e-08,0.45,1.81742e-08,
3.08183e-08,0.45,2.06306e-08,
3.08193e-08,0.45,1.54287e-08,
3.08203e-08,0.45,2.15437e-08,
3.08213e-08,0.45,2.29453e-08,
3.08223e-08,0.45,2.69712e-08,
3.08233e-08,0.45,2.88952e-08,
3.08243e-08,0.45,3.21107e-08,
3.08253e-08,0.45,3.28919e-08,
3.08263e-08,0.45,3.47478e-08,
3.08273e-08,0.45,3.5533e-08,
3.08283e-08,0.45,2.47471e-08,
3.08293e-08,0.45,1.92286e-08,
3.08303e-08,0.45,8.40507e-09,
3.08313e-08,0.45,-1.69955e-09,
3.08323e-08,0.45,-1.29788e-08,
3.08333e-08,0.45,-1.8322e-08,
3.08343e-08,0.45,-2.41537e-08,
3.08353e-08,0.45,-9.01771e-08,
3.08363e-08,0.45,-1.29414e-07,
3.08373e-08,0.45,-8.9997e-08,
3.08383e-08,0.45,-2.48727e-08,
3.08393e-08,0.45,-8.6146e-08,
3.08403e-08,0.45,-1.19036e-07,
3.08413e-08,0.45,-1.13378e-07,
3.08423e-08,0.45,-6.29053e-08,
3.08433e-08,0.45,-8.2891e-08,
3.08443e-08,0.45,-1.04689e-07,
3.08453e-08,0.45,-6.23403e-08,
3.08463e-08,0.45,-2.7353e-08,
3.08473e-08,0.45,-5.17884e-08,
3.08483e-08,0.45,-7.05565e-08,
3.08493e-08,0.45,-7.64038e-08,
3.08503e-08,0.45,-2.64987e-08,
3.08513e-08,0.45,-6.06651e-08,
3.08523e-08,0.45,-7.79062e-08,
3.08533e-08,0.45,-8.34045e-08,
3.08543e-08,0.45,-4.04615e-08,
3.08553e-08,0.45,-5.33436e-08,
3.08563e-08,0.45,-6.68459e-08,
3.08573e-08,0.45,-5.43802e-08,
3.08583e-08,0.45,-5.38812e-08,
3.08593e-08,0.45,-6.79433e-08,
3.08603e-08,0.45,-7.68545e-08,
3.08613e-08,0.45,-8.19202e-08,
3.08623e-08,0.45,-8.20986e-08,
3.08633e-08,0.45,-6.35061e-08,
3.08643e-08,0.45,-4.15308e-08,
3.08653e-08,0.45,-4.98662e-08,
3.08663e-08,0.45,-4.89649e-08,
3.08673e-08,0.45,-7.3911e-08,
3.08683e-08,0.45,-7.83016e-08,
3.08693e-08,0.45,-5.08205e-08,
3.08703e-08,0.45,-1.37006e-08,
3.08713e-08,0.45,-1.23379e-09,
3.08723e-08,0.45,-2.91951e-08,
3.08733e-08,0.45,-3.9195e-08,
3.08743e-08,0.45,-4.03754e-08,
3.08753e-08,0.45,-3.7532e-08,
3.08763e-08,0.45,-4.96316e-08,
3.08773e-08,0.45,-4.94606e-08,
3.08783e-08,0.45,-2.52674e-08,
3.08793e-08,0.45,-4.91003e-08,
3.08803e-08,0.45,-5.96511e-08,
3.08813e-08,0.45,-4.35236e-08,
3.08823e-08,0.45,-2.60058e-08,
3.08833e-08,0.45,-3.95678e-08,
3.08843e-08,0.45,-5.29709e-08,
3.08853e-08,0.45,-4.96411e-08,
3.08863e-08,0.45,-3.37564e-08,
3.08873e-08,0.45,-4.26861e-08,
3.08883e-08,0.45,-6.4801e-08,
3.08893e-08,0.45,-4.17272e-08,
3.08903e-08,0.45,-2.79184e-08,
3.08913e-08,0.45,-4.68675e-08,
3.08923e-08,0.45,-5.19264e-08,
3.08933e-08,0.45,-3.89166e-08,
3.08943e-08,0.45,-2.91852e-08,
3.08953e-08,0.45,-4.204e-08,
3.08963e-08,0.45,-4.9065e-08,
3.08973e-08,0.45,-4.33297e-08,
3.08983e-08,0.45,-3.23109e-08,
3.08993e-08,0.45,-4.35796e-08,
3.09003e-08,0.45,-4.92473e-08,
3.09013e-08,0.45,-4.41745e-08,
3.09023e-08,0.45,-3.40617e-08,
3.09033e-08,0.45,-2.7816e-08,
3.09043e-08,0.45,-1.43672e-08,
3.09053e-08,0.45,-8.72433e-09,
3.09063e-08,0.45,-2.31815e-08,
3.09073e-08,0.45,-3.02372e-08,
3.09083e-08,0.45,-3.50528e-08,
3.09093e-08,0.45,-3.68267e-08,
3.09103e-08,0.45,-3.68647e-08,
3.09113e-08,0.45,-3.76496e-08,
3.09123e-08,0.45,-3.6197e-08,
3.09133e-08,0.45,-3.83186e-08,
3.09143e-08,0.45,-3.77206e-08,
3.09153e-08,0.45,-3.94702e-08,
3.09163e-08,0.45,-3.81378e-08,
3.09173e-08,0.45,-3.99484e-08,
3.09183e-08,0.45,-3.93325e-08,
3.09193e-08,0.45,-3.14612e-08,
3.09203e-08,0.45,-1.13691e-08,
3.09213e-08,0.45,-1.03612e-08,
3.09223e-08,0.45,-3.76707e-09,
3.09233e-08,0.45,-1.98933e-10,
3.09243e-08,0.45,-1.78137e-09,
3.09253e-08,0.45,-2.22394e-08,
3.09263e-08,0.45,-2.08176e-08,
3.09273e-08,0.45,-2.25579e-08,
3.09283e-08,0.45,-2.4031e-08,
3.09293e-08,0.45,-2.46114e-08,
3.09303e-08,0.45,-2.41528e-08,
3.09313e-08,0.45,-2.44737e-08,
3.09323e-08,0.45,-2.42435e-08,
3.09333e-08,0.45,-2.43375e-08,
3.09343e-08,0.45,-2.23193e-08,
3.09353e-08,0.45,-2.21964e-08,
3.09363e-08,0.45,-2.08487e-08,
3.09373e-08,0.45,-2.30259e-08,
3.09383e-08,0.45,-2.00394e-08,
3.09393e-08,0.45,-2.23901e-08,
3.09403e-08,0.45,-2.0211e-08,
3.09413e-08,0.45,-2.16823e-08,
3.09423e-08,0.45,-2.19074e-08,
3.09433e-08,0.45,-2.24191e-08,
3.09443e-08,0.45,-2.21791e-08,
3.09453e-08,0.45,-2.33813e-08,
3.09463e-08,0.45,-2.31981e-08,
3.09473e-08,0.45,-2.42872e-08,
3.09483e-08,0.45,-2.39985e-08,
3.09493e-08,0.45,-2.37218e-08,
3.09503e-08,0.45,-2.23894e-08,
3.09513e-08,0.45,-2.33954e-08,
3.09523e-08,0.45,-2.27746e-08,
3.09533e-08,0.45,-2.09328e-08,
3.09543e-08,0.45,-1.60247e-08,
3.09553e-08,0.45,-1.33195e-08,
3.09563e-08,0.45,-1.08985e-08,
3.09573e-08,0.45,-1.39515e-08,
3.09583e-08,0.45,-2.54439e-08,
3.09593e-08,0.45,-2.2517e-08,
3.09603e-08,0.45,-1.34542e-08,
3.09613e-08,0.45,-5.40624e-09,
3.09623e-08,0.45,-6.5767e-09,
3.09633e-08,0.45,-2.28771e-08,
3.09643e-08,0.45,-9.91995e-09,
3.09653e-08,0.45,5.08784e-10,
3.09663e-08,0.45,1.63069e-08,
3.09673e-08,0.45,1.31978e-08,
3.09683e-08,0.45,-8.86486e-09,
3.09693e-08,0.45,-1.61759e-08,
3.09703e-08,0.45,-1.25127e-09,
3.09713e-08,0.45,8.53505e-09,
3.09723e-08,0.45,5.77134e-09,
3.09733e-08,0.45,-1.36813e-08,
3.09743e-08,0.45,-1.81777e-09,
3.09753e-08,0.45,1.96907e-09,
3.09763e-08,0.45,-1.01237e-08,
3.09773e-08,0.45,-1.97111e-08,
3.09783e-08,0.45,-8.7583e-09,
3.09793e-08,0.45,-2.21185e-09,
3.09803e-08,0.45,-1.19583e-08,
3.09813e-08,0.45,-2.04893e-08,
3.09823e-08,0.45,-1.11853e-08,
3.09833e-08,0.45,-4.77374e-09,
3.09843e-08,0.45,-8.73488e-09,
3.09853e-08,0.45,-1.649e-08,
3.09863e-08,0.45,-7.58302e-09,
3.09873e-08,0.45,-4.29298e-09,
3.09883e-08,0.45,-7.92984e-09,
3.09893e-08,0.45,-1.61687e-08,
3.09903e-08,0.45,-9.3334e-09,
3.09913e-08,0.45,-7.54809e-09,
3.09923e-08,0.45,-1.03014e-08,
3.09933e-08,0.45,-1.60079e-08,
3.09943e-08,0.45,-1.00106e-08,
3.09953e-08,0.45,-7.9101e-09,
3.09963e-08,0.45,-1.16577e-09,
3.09973e-08,0.45,5.41284e-09,
3.09983e-08,0.45,1.44361e-08,
3.09993e-08,0.45,2.18563e-08,
3.10003e-08,0.45,3.09042e-08,
3.10013e-08,0.45,3.83557e-08,
3.10023e-08,0.45,4.74443e-08,
3.10033e-08,0.45,5.2919e-08,
3.10043e-08,0.45,6.15451e-08,
3.10053e-08,0.45,6.73759e-08,
3.10063e-08,0.45,7.59859e-08,
3.10073e-08,0.45,8.14008e-08,
3.10083e-08,0.45,9.00588e-08,
3.10093e-08,0.45,9.54447e-08,
