31:*******************************************,
Transient Analysis,
Mon Nov 14 20:28:07 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(vdd) [V],i(vdd1) [A],
1.05523e-08,0.45,-9.99328e-08,
1.05533e-08,0.45,8.68344e-08,
1.05543e-08,0.45,-9.93867e-08,
1.05553e-08,0.45,8.2979e-08,
1.05563e-08,0.45,-1.02722e-07,
1.05573e-08,0.45,8.42195e-08,
1.05583e-08,0.45,-1.03763e-07,
1.05593e-08,0.45,8.143e-08,
1.05603e-08,0.45,-1.00785e-07,
1.05613e-08,0.45,8.44241e-08,
1.05623e-08,0.45,-1.05016e-07,
1.05633e-08,0.45,8.59666e-08,
1.05643e-08,0.45,-1.02784e-07,
1.05653e-08,0.45,8.46466e-08,
1.05663e-08,0.45,-1.03585e-07,
1.05673e-08,0.45,8.40765e-08,
1.05683e-08,0.45,-1.02138e-07,
1.05693e-08,0.45,8.58619e-08,
1.05703e-08,0.45,-1.00213e-07,
1.05713e-08,0.45,8.31372e-08,
1.05723e-08,0.45,-9.94651e-08,
1.05733e-08,0.45,8.45232e-08,
1.05743e-08,0.45,-9.92227e-08,
1.05753e-08,0.45,8.20602e-08,
1.05763e-08,0.45,-1.01041e-07,
1.05773e-08,0.45,8.35545e-08,
1.05783e-08,0.45,-9.93221e-08,
1.05793e-08,0.45,8.05837e-08,
1.05803e-08,0.45,-1.00375e-07,
1.05813e-08,0.45,8.26231e-08,
1.05823e-08,0.45,-9.6905e-08,
1.05833e-08,0.45,8.21573e-08,
1.05843e-08,0.45,-9.61451e-08,
1.05853e-08,0.45,8.14333e-08,
1.05863e-08,0.45,-9.72744e-08,
1.05873e-08,0.45,8.14694e-08,
1.05883e-08,0.45,-1.01045e-07,
1.05893e-08,0.45,7.92757e-08,
1.05903e-08,0.45,-9.90234e-08,
1.05913e-08,0.45,8.07141e-08,
1.05923e-08,0.45,-9.58967e-08,
1.05933e-08,0.45,7.95519e-08,
1.05943e-08,0.45,-9.78612e-08,
1.05953e-08,0.45,7.60099e-08,
1.05963e-08,0.45,-9.5872e-08,
1.05973e-08,0.45,8.24336e-08,
1.05983e-08,0.45,-1.00688e-07,
1.05993e-08,0.45,8.14554e-08,
1.06003e-08,0.45,-9.7559e-08,
1.06013e-08,0.45,8.2056e-08,
1.06023e-08,0.45,-1.01339e-07,
1.06033e-08,0.45,8.1595e-08,
1.06043e-08,0.45,-9.98585e-08,
1.06053e-08,0.45,8.06209e-08,
1.06063e-08,0.45,-1.01709e-07,
1.06073e-08,0.45,8.10973e-08,
1.06083e-08,0.45,-1.00946e-07,
1.06093e-08,0.45,8.20521e-08,
1.06103e-08,0.45,-9.94593e-08,
1.06113e-08,0.45,8.47318e-08,
1.06123e-08,0.45,-9.60364e-08,
1.06133e-08,0.45,8.55202e-08,
1.06143e-08,0.45,-1.00043e-07,
1.06153e-08,0.45,8.53564e-08,
1.06163e-08,0.45,-9.97416e-08,
1.06173e-08,0.45,8.62445e-08,
1.06183e-08,0.45,-1.00676e-07,
1.06193e-08,0.45,8.74082e-08,
1.06203e-08,0.45,-1.00623e-07,
1.06213e-08,0.45,8.57325e-08,
