26:*******************************************,
Transient Analysis,
Mon Nov 14 20:23:51 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(vdd) [V],i(vdd1) [A],
1.05683e-08,0.45,-4.56752e-09,
1.05693e-08,0.45,4.06482e-09,
1.05703e-08,0.45,-4.91699e-09,
1.05713e-08,0.45,4.74814e-09,
1.05723e-08,0.45,-3.93589e-09,
1.05733e-08,0.45,3.79395e-09,
1.05743e-08,0.45,-4.55361e-09,
1.05753e-08,0.45,4.433e-09,
1.05763e-08,0.45,-4.00458e-09,
1.05773e-08,0.45,3.7513e-09,
1.05783e-08,0.45,-4.21132e-09,
1.05793e-08,0.45,5.88105e-09,
1.05803e-08,0.45,-3.05933e-09,
1.05813e-08,0.45,6.43166e-09,
1.05823e-08,0.45,-6.18911e-09,
1.05833e-08,0.45,4.27218e-09,
1.05843e-08,0.45,-2.7187e-09,
1.05853e-08,0.45,6.46993e-09,
1.05863e-08,0.45,-6.49917e-09,
1.05873e-08,0.45,4.76583e-09,
1.05883e-08,0.45,-3.02666e-09,
1.05893e-08,0.45,6.85916e-09,
1.05903e-08,0.45,-6.65996e-09,
1.05913e-08,0.45,4.77812e-09,
1.05923e-08,0.45,-3.28991e-09,
1.05933e-08,0.45,7.00101e-09,
1.05943e-08,0.45,-6.53336e-09,
1.05953e-08,0.45,5.00438e-09,
1.05963e-08,0.45,-3.26817e-09,
1.05973e-08,0.45,6.61493e-09,
1.05983e-08,0.45,-8.1908e-09,
1.05993e-08,0.45,4.00619e-09,
1.06003e-08,0.45,-3.99922e-09,
1.06013e-08,0.45,6.9358e-09,
1.06023e-08,0.45,-8.48362e-09,
1.06033e-08,0.45,3.9615e-09,
1.06043e-08,0.45,-3.36131e-09,
1.06053e-08,0.45,8.31411e-09,
1.06063e-08,0.45,-9.08077e-09,
1.06073e-08,0.45,3.67561e-09,
1.06083e-08,0.45,-3.09556e-09,
1.06093e-08,0.45,7.28179e-09,
