9:*******************************************,
DC Transfer Curves,
Thu Nov 10 09:08:19 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\not_tb.cir,
sweep [V],v(ref) [V],v(out) [V],
0.601,0.5,0.297077,
0.602,0.5,0.291868,
0.603,0.5,0.286754,
0.604,0.5,0.281736,
0.605,0.5,0.276816,
0.606,0.5,0.271996,
0.607,0.5,0.267276,
0.608,0.5,0.262656,
0.609,0.5,0.258136,
0.61,0.5,0.253714,
0.611,0.5,0.24939,
0.612,0.5,0.245161,
0.613,0.5,0.241026,
0.614,0.5,0.236983,
0.615,0.5,0.233028,
0.616,0.5,0.22916,
0.617,0.5,0.225376,
0.618,0.5,0.221674,
0.619,0.5,0.218051,
0.62,0.5,0.214504,
0.621,0.5,0.211032,
0.622,0.5,0.207631,
0.623,0.5,0.204299,
0.624,0.5,0.201035,
0.625,0.5,0.197835,
0.626,0.5,0.194698,
0.627,0.5,0.191622,
0.628,0.5,0.188605,
0.629,0.5,0.185644,
0.63,0.5,0.182739,
0.631,0.5,0.179888,
0.632,0.5,0.177088,
0.633,0.5,0.174339,
0.634,0.5,0.171638,
0.635,0.5,0.168985,
0.636,0.5,0.166379,
0.637,0.5,0.163816,
0.638,0.5,0.161298,
0.639,0.5,0.158822,
0.64,0.5,0.156387,
0.641,0.5,0.153993,
0.642,0.5,0.151637,
0.643,0.5,0.14932,
0.644,0.5,0.147039,
0.645,0.5,0.144796,
0.646,0.5,0.142587,
0.647,0.5,0.140413,
0.648,0.5,0.138273,
0.649,0.5,0.136165,
0.65,0.5,0.13409,
0.651,0.5,0.132046,
0.652,0.5,0.130033,
0.653,0.5,0.12805,
0.654,0.5,0.126096,
0.655,0.5,0.124172,
0.656,0.5,0.122275,
0.657,0.5,0.120406,
0.658,0.5,0.118564,
0.659,0.5,0.116749,
0.66,0.5,0.11496,
0.661,0.5,0.113196,
0.662,0.5,0.111458,
0.663,0.5,0.109743,
0.664,0.5,0.108053,
0.665,0.5,0.106387,
0.666,0.5,0.104744,
0.667,0.5,0.103124,
0.668,0.5,0.101526,
0.669,0.5,0.09995,
0.67,0.5,0.0983959,
0.671,0.5,0.096863,
0.672,0.5,0.0953511,
0.673,0.5,0.0938598,
0.674,0.5,0.0923888,
0.675,0.5,0.0909378,
0.676,0.5,0.0895063,
0.677,0.5,0.0880943,
0.678,0.5,0.0867012,
0.679,0.5,0.085327,
0.68,0.5,0.0839711,
0.681,0.5,0.0826335,
0.682,0.5,0.0813139,
0.683,0.5,0.0800119,
0.684,0.5,0.0787273,
0.685,0.5,0.0774599,
0.686,0.5,0.0762095,
0.687,0.5,0.0749757,
0.688,0.5,0.0737584,
0.689,0.5,0.0725575,
0.69,0.5,0.0713725,
0.691,0.5,0.0702034,
0.692,0.5,0.0690499,
0.693,0.5,0.0679119,
0.694,0.5,0.0667891,
0.695,0.5,0.0656813,
0.696,0.5,0.0645884,
0.697,0.5,0.0635102,
0.698,0.5,0.0624464,
0.699,0.5,0.061397,
0.7,0.5,0.0603617,
0.701,0.5,0.0593404,
0.702,0.5,0.0583329,
0.703,0.5,0.0573391,
0.704,0.5,0.0563587,
