9:*******************************************,
DC Transfer Curves,
Thu Nov 10 09:08:19 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\not_tb.cir,
sweep [V],v(ref) [V],v(out) [V],
0.938,0.5,9.48039e-05,
0.939,0.5,9.12771e-05,
0.94,0.5,8.78754e-05,
0.941,0.5,8.45947e-05,
0.942,0.5,8.14309e-05,
0.943,0.5,7.83802e-05,
0.944,0.5,7.54388e-05,
0.945,0.5,7.2603e-05,
0.946,0.5,6.98693e-05,
0.947,0.5,6.72342e-05,
0.948,0.5,6.46944e-05,
0.949,0.5,6.22467e-05,
0.95,0.5,5.98878e-05,
0.951,0.5,5.76149e-05,
0.952,0.5,5.54248e-05,
0.953,0.5,5.33149e-05,
0.954,0.5,5.12822e-05,
0.955,0.5,4.93242e-05,
0.956,0.5,4.74382e-05,
0.957,0.5,4.56218e-05,
0.958,0.5,4.38724e-05,
0.959,0.5,4.21878e-05,
0.96,0.5,4.05657e-05,
0.961,0.5,3.90038e-05,
0.962,0.5,3.75001e-05,
0.963,0.5,3.60525e-05,
0.964,0.5,3.4659e-05,
0.965,0.5,3.33176e-05,
0.966,0.5,3.20266e-05,
0.967,0.5,3.0784e-05,
0.968,0.5,2.95883e-05,
0.969,0.5,2.84375e-05,
0.97,0.5,2.73303e-05,
0.971,0.5,2.62649e-05,
0.972,0.5,2.52399e-05,
0.973,0.5,2.42538e-05,
0.974,0.5,2.33052e-05,
0.975,0.5,2.23927e-05,
0.976,0.5,2.1515e-05,
0.977,0.5,2.06708e-05,
0.978,0.5,1.98589e-05,
0.979,0.5,1.9078e-05,
0.98,0.5,1.83272e-05,
0.981,0.5,1.76051e-05,
0.982,0.5,1.69109e-05,
0.983,0.5,1.62434e-05,
0.984,0.5,1.56016e-05,
0.985,0.5,1.49846e-05,
0.986,0.5,1.43915e-05,
0.987,0.5,1.38214e-05,
0.988,0.5,1.32733e-05,
0.989,0.5,1.27466e-05,
0.99,0.5,1.22403e-05,
0.991,0.5,1.17537e-05,
0.992,0.5,1.1286e-05,
0.993,0.5,1.08367e-05,
0.994,0.5,1.04048e-05,
0.995,0.5,9.98988e-06,
0.996,0.5,9.59117e-06,
0.997,0.5,9.20809e-06,
0.998,0.5,8.84004e-06,
0.999,0.5,8.48644e-06
