14:*******************************************,
DC Transfer Curves,
Thu Nov 10 09:11:44 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\not_tb.cir,
sweep [V],v(ref) [V],v(out) [V],
0.943,0.5,1.41888e-05,
0.944,0.5,1.35986e-05,
0.945,0.5,1.3032e-05,
0.946,0.5,1.2488e-05,
0.947,0.5,1.19657e-05,
0.948,0.5,1.14645e-05,
0.949,0.5,1.09833e-05,
0.95,0.5,1.05216e-05,
0.951,0.5,1.00785e-05,
0.952,0.5,9.65343e-06,
0.953,0.5,9.24558e-06,
0.954,0.5,8.85434e-06,
0.955,0.5,8.47906e-06,
0.956,0.5,8.11912e-06,
0.957,0.5,7.77394e-06,
0.958,0.5,7.44294e-06,
0.959,0.5,7.12557e-06,
0.96,0.5,6.82129e-06,
0.961,0.5,6.52958e-06,
0.962,0.5,6.24996e-06,
0.963,0.5,5.98195e-06,
0.964,0.5,5.72508e-06,
0.965,0.5,5.47892e-06,
0.966,0.5,5.24303e-06,
0.967,0.5,5.01702e-06,
0.968,0.5,4.80047e-06,
0.969,0.5,4.59302e-06,
0.97,0.5,4.39429e-06,
0.971,0.5,4.20393e-06,
0.972,0.5,4.02161e-06,
0.973,0.5,3.847e-06,
0.974,0.5,3.67979e-06,
0.975,0.5,3.51966e-06,
0.976,0.5,3.36634e-06,
0.977,0.5,3.21955e-06,
0.978,0.5,3.07901e-06,
0.979,0.5,2.94447e-06,
0.98,0.5,2.81568e-06,
0.981,0.5,2.69241e-06,
0.982,0.5,2.57442e-06,
0.983,0.5,2.4615e-06,
0.984,0.5,2.35344e-06,
0.985,0.5,2.25002e-06,
0.986,0.5,2.15107e-06,
0.987,0.5,2.05639e-06,
0.988,0.5,1.9658e-06,
0.989,0.5,1.87913e-06,
0.99,0.5,1.79622e-06,
0.991,0.5,1.71691e-06,
0.992,0.5,1.64104e-06,
0.993,0.5,1.56847e-06,
0.994,0.5,1.49906e-06,
0.995,0.5,1.43268e-06,
0.996,0.5,1.36919e-06,
0.997,0.5,1.30848e-06,
0.998,0.5,1.25042e-06,
0.999,0.5,1.19491e-06
