7:*******************************************,
DC Transfer Curves,
Thu Nov 10 09:06:41 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\not_tb.cir,
sweep [V],v(ref) [V],v(out) [V],
0.824,0.5,0.00165323,
0.825,0.5,0.00160877,
0.826,0.5,0.00156536,
0.827,0.5,0.00152298,
0.828,0.5,0.00148161,
0.829,0.5,0.00144124,
0.83,0.5,0.00140184,
0.831,0.5,0.00136339,
0.832,0.5,0.00132588,
0.833,0.5,0.00128928,
0.834,0.5,0.00125357,
0.835,0.5,0.00121874,
0.836,0.5,0.00118477,
0.837,0.5,0.00115164,
0.838,0.5,0.00111933,
0.839,0.5,0.00108783,
0.84,0.5,0.00105712,
0.841,0.5,0.00102717,
0.842,0.5,0.000997981,
0.843,0.5,0.000969529,
0.844,0.5,0.0009418,
0.845,0.5,0.000914777,
0.846,0.5,0.000888444,
0.847,0.5,0.000862788,
0.848,0.5,0.000837793,
0.849,0.5,0.000813444,
0.85,0.5,0.000789727,
0.851,0.5,0.000766628,
0.852,0.5,0.000744133,
0.853,0.5,0.000722228,
0.854,0.5,0.0007009,
0.855,0.5,0.000680136,
0.856,0.5,0.000659923,
0.857,0.5,0.000640249,
0.858,0.5,0.0006211,
0.859,0.5,0.000602465,
0.86,0.5,0.000584332,
0.861,0.5,0.000566689,
0.862,0.5,0.000549525,
0.863,0.5,0.000532828,
0.864,0.5,0.000516588,
0.865,0.5,0.000500793,
0.866,0.5,0.000485433,
0.867,0.5,0.000470498,
0.868,0.5,0.000455977,
0.869,0.5,0.00044186,
0.87,0.5,0.000428138,
0.871,0.5,0.000414801,
0.872,0.5,0.000401839,
0.873,0.5,0.000389244,
0.874,0.5,0.000377006,
0.875,0.5,0.000365117,
0.876,0.5,0.000353567,
0.877,0.5,0.000342348,
0.878,0.5,0.000331454,
0.879,0.5,0.000320873,
0.88,0.5,0.0003106,
0.881,0.5,0.000300626,
0.882,0.5,0.000290943,
0.883,0.5,0.000281545,
0.884,0.5,0.000272423,
0.885,0.5,0.00026357,
0.886,0.5,0.000254981,
0.887,0.5,0.000246647,
0.888,0.5,0.000238562,
0.889,0.5,0.000230719,
0.89,0.5,0.000223113,
0.891,0.5,0.000215736,
0.892,0.5,0.000208583,
0.893,0.5,0.000201648,
0.894,0.5,0.000194924,
0.895,0.5,0.000188407,
0.896,0.5,0.00018209,
0.897,0.5,0.000175968,
0.898,0.5,0.000170035,
0.899,0.5,0.000164288,
0.9,0.5,0.000158719,
0.901,0.5,0.000153325,
0.902,0.5,0.0001481,
0.903,0.5,0.00014304,
0.904,0.5,0.000138141,
0.905,0.5,0.000133396,
0.906,0.5,0.000128803,
0.907,0.5,0.000124357,
0.908,0.5,0.000120053,
0.909,0.5,0.000115888,
0.91,0.5,0.000111857,
0.911,0.5,0.000107957,
0.912,0.5,0.000104184,
0.913,0.5,0.000100534,
0.914,0.5,9.7003e-05,
0.915,0.5,9.35881e-05,
0.916,0.5,9.02857e-05,
0.917,0.5,8.70923e-05,
0.918,0.5,8.40048e-05,
0.919,0.5,8.10199e-05,
0.92,0.5,7.81346e-05,
0.921,0.5,7.53458e-05,
0.922,0.5,7.26505e-05,
0.923,0.5,7.0046e-05,
0.924,0.5,6.75293e-05,
0.925,0.5,6.50979e-05,
0.926,0.5,6.27491e-05,
0.927,0.5,6.04802e-05,
0.928,0.5,5.82888e-05,
0.929,0.5,5.61725e-05,
0.93,0.5,5.41288e-05,
0.931,0.5,5.21556e-05,
0.932,0.5,5.02505e-05,
0.933,0.5,4.84114e-05,
0.934,0.5,4.66362e-05,
0.935,0.5,4.49228e-05,
0.936,0.5,4.32691e-05,
0.937,0.5,4.16735e-05,
0.938,0.5,4.01338e-05,
