10:*******************************************,
DC Transfer Curves,
Thu Nov 10 09:08:57 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\not_tb.cir,
sweep [V],v(ref) [V],v(out) [V],
0.302,0.5,0.912817,
0.303,0.5,0.911803,
0.304,0.5,0.910778,
0.305,0.5,0.909743,
0.306,0.5,0.908696,
0.307,0.5,0.907638,
0.308,0.5,0.906569,
0.309,0.5,0.905488,
0.31,0.5,0.904395,
0.311,0.5,0.90329,
0.312,0.5,0.902173,
0.313,0.5,0.901044,
0.314,0.5,0.899902,
0.315,0.5,0.898747,
0.316,0.5,0.897579,
0.317,0.5,0.896397,
0.318,0.5,0.895202,
0.319,0.5,0.893993,
0.32,0.5,0.89277,
0.321,0.5,0.891533,
0.322,0.5,0.890281,
0.323,0.5,0.889014,
0.324,0.5,0.887731,
0.325,0.5,0.886433,
0.326,0.5,0.885119,
0.327,0.5,0.883789,
0.328,0.5,0.882442,
0.329,0.5,0.881078,
0.33,0.5,0.879696,
0.331,0.5,0.878297,
0.332,0.5,0.87688,
0.333,0.5,0.875444,
0.334,0.5,0.873989,
0.335,0.5,0.872514,
0.336,0.5,0.87102,
0.337,0.5,0.869504,
0.338,0.5,0.867968,
0.339,0.5,0.86641,
0.34,0.5,0.864831,
0.341,0.5,0.863228,
0.342,0.5,0.861602,
0.343,0.5,0.859952,
0.344,0.5,0.858277,
0.345,0.5,0.856577,
0.346,0.5,0.854851,
0.347,0.5,0.853097,
0.348,0.5,0.851317,
0.349,0.5,0.849507,
0.35,0.5,0.847668,
0.351,0.5,0.845799,
0.352,0.5,0.843898,
0.353,0.5,0.841965,
0.354,0.5,0.839999,
0.355,0.5,0.837997,
0.356,0.5,0.83596,
0.357,0.5,0.833886,
0.358,0.5,0.831774,
0.359,0.5,0.829621,
0.36,0.5,0.827428,
0.361,0.5,0.825191,
0.362,0.5,0.82291,
0.363,0.5,0.820582,
0.364,0.5,0.818207,
0.365,0.5,0.815781,
0.366,0.5,0.813303,
0.367,0.5,0.810771,
0.368,0.5,0.808183,
0.369,0.5,0.805535,
0.37,0.5,0.802826,
0.371,0.5,0.800053,
