17:*******************************************,
Transient Analysis,
Mon Nov 14 20:08:59 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(rw) [V],v(out) [V],
3.6442e-09,0.45,6.15974e-06,
3.6452e-09,0.45,5.95389e-06,
3.6462e-09,0.45,6.15973e-06,
3.6472e-09,0.45,5.95342e-06,
3.6482e-09,0.45,6.15901e-06,
3.6492e-09,0.45,5.94858e-06,
3.6502e-09,0.45,6.15174e-06,
3.6512e-09,0.45,5.94146e-06,
3.6522e-09,0.45,6.14363e-06,
3.6532e-09,0.45,5.93409e-06,
3.6542e-09,0.45,6.13623e-06,
3.6552e-09,0.45,5.9311e-06,
3.6562e-09,0.45,6.13652e-06,
3.6572e-09,0.45,5.93063e-06,
3.6582e-09,0.45,6.13765e-06,
3.6592e-09,0.45,5.92997e-06,
3.6602e-09,0.45,6.13973e-06,
3.6612e-09,0.45,5.93072e-06,
3.6622e-09,0.45,6.14525e-06,
3.6632e-09,0.45,5.94185e-06,
3.6642e-09,0.45,6.15335e-06,
3.6652e-09,0.45,5.95283e-06,
3.6662e-09,0.45,6.16362e-06,
3.6672e-09,0.45,5.96486e-06,
3.6682e-09,0.45,6.18037e-06,
3.6692e-09,0.45,5.98392e-06,
3.6702e-09,0.45,6.20367e-06,
3.6712e-09,0.45,6.00659e-06,
3.6722e-09,0.45,6.19048e-06,
3.6732e-09,0.45,6.01203e-06,
3.6742e-09,0.45,6.25168e-06,
3.6752e-09,0.45,6.07499e-06,
3.6762e-09,0.45,6.30052e-06,
3.6772e-09,0.45,6.12742e-06,
3.6782e-09,0.45,6.34731e-06,
3.6792e-09,0.45,6.0998e-06,
3.6802e-09,0.45,6.06307e-06,
3.6812e-09,0.45,5.70878e-06,
3.6822e-09,0.45,5.66008e-06,
3.6832e-09,0.45,5.25033e-06,
3.6842e-09,0.45,5.24183e-06,
3.6852e-09,0.45,4.83467e-06,
3.6862e-09,0.45,4.82571e-06,
3.6872e-09,0.45,4.43562e-06,
3.6882e-09,0.45,4.44813e-06,
3.6892e-09,0.45,4.05678e-06,
3.6902e-09,0.45,4.11569e-06,
3.6912e-09,0.45,3.73995e-06,
3.6922e-09,0.45,3.75978e-06,
3.6932e-09,0.45,3.3567e-06,
3.6942e-09,0.45,3.34351e-06,
3.6952e-09,0.45,2.93913e-06,
3.6962e-09,0.45,2.93329e-06,
3.6972e-09,0.45,2.52943e-06,
3.6982e-09,0.45,2.5018e-06,
3.6992e-09,0.45,2.08573e-06,
3.7002e-09,0.45,2.06065e-06,
3.7012e-09,0.45,1.6515e-06,
3.7022e-09,0.45,1.63273e-06,
3.7032e-09,0.45,1.21834e-06,
3.7042e-09,0.45,1.20408e-06,
3.7052e-09,0.45,7.91974e-07,
3.7062e-09,0.45,7.79519e-07,
3.7072e-09,0.45,3.67218e-07,
3.7082e-09,0.45,3.51084e-07,
3.7092e-09,0.45,-6.67923e-08,
3.7102e-09,0.45,-8.89214e-08,
3.7112e-09,0.45,-5.04533e-07,
3.7122e-09,0.45,-5.26878e-07,
3.7132e-09,0.45,-9.40345e-07,
3.7142e-09,0.45,-9.58393e-07,
3.7152e-09,0.45,-1.37035e-06,
3.7162e-09,0.45,-1.41643e-06,
3.7172e-09,0.45,-1.84542e-06,
3.7182e-09,0.45,-1.88005e-06,
3.7192e-09,0.45,-2.29783e-06,
3.7202e-09,0.45,-2.31553e-06,
3.7212e-09,0.45,-2.73352e-06,
3.7222e-09,0.45,-2.75245e-06,
3.7232e-09,0.45,-3.16383e-06,
3.7242e-09,0.45,-3.17281e-06,
3.7252e-09,0.45,-3.58554e-06,
3.7262e-09,0.45,-3.60197e-06,
3.7272e-09,0.45,-4.01632e-06,
3.7282e-09,0.45,-4.03149e-06,
3.7292e-09,0.45,-4.25781e-06,
3.7302e-09,0.45,-3.98831e-06,
3.7312e-09,0.45,-4.32195e-06,
3.7322e-09,0.45,-4.17314e-06,
3.7332e-09,0.45,-4.3882e-06,
3.7342e-09,0.45,-4.21313e-06,
3.7352e-09,0.45,-4.45436e-06,
3.7362e-09,0.45,-4.27684e-06,
3.7372e-09,0.45,-4.51947e-06,
3.7382e-09,0.45,-4.36772e-06,
3.7392e-09,0.45,-4.6124e-06,
3.7402e-09,0.45,-4.46477e-06,
3.7412e-09,0.45,-4.70887e-06,
3.7422e-09,0.45,-4.56651e-06,
3.7432e-09,0.45,-4.8117e-06,
3.7442e-09,0.45,-4.66921e-06,
3.7452e-09,0.45,-4.9008e-06,
3.7462e-09,0.45,-4.74151e-06,
3.7472e-09,0.45,-4.97393e-06,
3.7482e-09,0.45,-4.80546e-06,
3.7492e-09,0.45,-5.04621e-06,
3.7502e-09,0.45,-4.88784e-06,
3.7512e-09,0.45,-5.12959e-06,
3.7522e-09,0.45,-4.96941e-06,
3.7532e-09,0.45,-5.20922e-06,
3.7542e-09,0.45,-5.04522e-06,
3.7552e-09,0.45,-5.28863e-06,
3.7562e-09,0.45,-5.08107e-06,
3.7572e-09,0.45,-5.31397e-06,
3.7582e-09,0.45,-5.14872e-06,
3.7592e-09,0.45,-5.38186e-06,
3.7602e-09,0.45,-5.26755e-06,
3.7612e-09,0.45,-5.53514e-06,
3.7622e-09,0.45,-5.44651e-06,
3.7632e-09,0.45,-5.73919e-06,
3.7642e-09,0.45,-5.65612e-06,
3.7652e-09,0.45,-5.96003e-06,
