19:*******************************************,
Transient Analysis,
Mon Nov 14 20:10:24 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(rw) [V],v(out) [V],
3.64619e-09,0.45,7.12414e-07,
3.64719e-09,0.45,6.76691e-07,
3.64819e-09,0.45,6.97763e-07,
3.64919e-09,0.45,6.60507e-07,
3.65019e-09,0.45,6.94465e-07,
3.65119e-09,0.45,6.63582e-07,
3.65219e-09,0.45,7.0069e-07,
3.65319e-09,0.45,6.7056e-07,
3.65419e-09,0.45,7.06298e-07,
3.65519e-09,0.45,6.76248e-07,
3.65619e-09,0.45,7.11215e-07,
3.65719e-09,0.45,6.79598e-07,
3.65819e-09,0.45,7.1905e-07,
3.65919e-09,0.45,7.03252e-07,
3.66019e-09,0.45,7.36466e-07,
3.66119e-09,0.45,7.11941e-07,
3.66219e-09,0.45,7.24163e-07,
3.66319e-09,0.45,6.83387e-07,
3.66419e-09,0.45,6.81235e-07,
3.66519e-09,0.45,6.38562e-07,
3.66619e-09,0.45,6.32385e-07,
3.66719e-09,0.45,5.85724e-07,
3.66819e-09,0.45,5.82695e-07,
3.66919e-09,0.45,5.26601e-07,
3.67019e-09,0.45,5.23374e-07,
3.67119e-09,0.45,4.68053e-07,
3.67219e-09,0.45,4.4147e-07,
3.67319e-09,0.45,3.92208e-07,
3.67419e-09,0.45,4.04343e-07,
3.67519e-09,0.45,3.40422e-07,
3.67619e-09,0.45,3.46246e-07,
3.67719e-09,0.45,2.87291e-07,
3.67819e-09,0.45,2.93296e-07,
3.67919e-09,0.45,2.39655e-07,
3.68019e-09,0.45,2.39476e-07,
3.68119e-09,0.45,1.82517e-07,
3.68219e-09,0.45,1.84961e-07,
3.68319e-09,0.45,1.25466e-07,
3.68419e-09,0.45,1.27662e-07,
3.68519e-09,0.45,8.60319e-08,
3.68619e-09,0.45,9.95505e-08,
3.68719e-09,0.45,4.43238e-08,
3.68819e-09,0.45,5.3782e-08,
3.68919e-09,0.45,1.05304e-09,
3.69019e-09,0.45,1.33561e-08,
3.69119e-09,0.45,-3.95968e-08,
3.69219e-09,0.45,-3.70317e-08,
3.69319e-09,0.45,-1.0212e-07,
3.69419e-09,0.45,-1.002e-07,
3.69519e-09,0.45,-1.65305e-07,
3.69619e-09,0.45,-1.62219e-07,
3.69719e-09,0.45,-2.28276e-07,
3.69819e-09,0.45,-1.68433e-07,
3.69919e-09,0.45,-1.26985e-07,
3.70019e-09,0.45,-1.08893e-07,
3.70119e-09,0.45,-1.01549e-07,
3.70219e-09,0.45,-4.37796e-08,
3.70319e-09,0.45,-3.44171e-08,
3.70419e-09,0.45,1.97776e-08,
3.70519e-09,0.45,2.88845e-08,
3.70619e-09,0.45,8.45946e-08,
3.70719e-09,0.45,9.60703e-08,
3.70819e-09,0.45,1.5105e-07,
3.70919e-09,0.45,1.59426e-07,
3.71019e-09,0.45,2.14178e-07,
3.71119e-09,0.45,2.26165e-07,
3.71219e-09,0.45,2.81133e-07,
3.71319e-09,0.45,2.83864e-07,
3.71419e-09,0.45,3.16287e-07,
3.71519e-09,0.45,2.95957e-07,
3.71619e-09,0.45,3.09943e-07,
3.71719e-09,0.45,2.74396e-07,
3.71819e-09,0.45,2.91811e-07,
3.71919e-09,0.45,2.58235e-07,
3.72019e-09,0.45,2.76937e-07,
3.72119e-09,0.45,2.44011e-07,
3.72219e-09,0.45,2.61273e-07,
3.72319e-09,0.45,2.30441e-07,
3.72419e-09,0.45,2.48789e-07,
3.72519e-09,0.45,2.16461e-07,
3.72619e-09,0.45,2.30733e-07,
3.72719e-09,0.45,2.01002e-07,
3.72819e-09,0.45,2.14909e-07,
3.72919e-09,0.45,1.85898e-07,
3.73019e-09,0.45,2.02083e-07,
3.73119e-09,0.45,1.69348e-07,
3.73219e-09,0.45,1.83505e-07,
3.73319e-09,0.45,1.50299e-07,
3.73419e-09,0.45,1.63702e-07,
3.73519e-09,0.45,1.32197e-07,
3.73619e-09,0.45,1.51231e-07,
3.73719e-09,0.45,1.16253e-07,
3.73819e-09,0.45,1.75473e-07,
3.73919e-09,0.45,1.52136e-07,
3.74019e-09,0.45,2.16011e-07,
3.74119e-09,0.45,1.8804e-07,
3.74219e-09,0.45,2.14997e-07,
3.74319e-09,0.45,1.86502e-07,
3.74419e-09,0.45,2.16159e-07,
3.74519e-09,0.45,1.87715e-07,
3.74619e-09,0.45,2.15915e-07,
3.74719e-09,0.45,1.89363e-07,
3.74819e-09,0.45,2.18461e-07,
3.74919e-09,0.45,1.90807e-07,
3.75019e-09,0.45,2.17775e-07,
3.75119e-09,0.45,1.91723e-07,
3.75219e-09,0.45,2.20109e-07,
3.75319e-09,0.45,1.93085e-07,
3.75419e-09,0.45,2.21345e-07,
3.75519e-09,0.45,1.86079e-07,
3.75619e-09,0.45,2.1508e-07,
3.75719e-09,0.45,1.86486e-07,
3.75819e-09,0.45,2.16062e-07,
3.75919e-09,0.45,1.89217e-07,
3.76019e-09,0.45,2.19638e-07,
3.76119e-09,0.45,1.88868e-07,
3.76219e-09,0.45,2.20333e-07,
3.76319e-09,0.45,1.8983e-07,
3.76419e-09,0.45,2.22073e-07,
