12:*******************************************,
Transient Analysis,
Mon Nov 14 19:57:05 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(rw) [V],v(out) [V],
3.5002e-09,0.45,0.0023896,
3.5012e-09,0.45,0.0023729,
3.5022e-09,0.45,0.00235817,
3.5032e-09,0.45,0.00234378,
3.5042e-09,0.45,0.00232849,
3.5052e-09,0.45,0.00231512,
3.5062e-09,0.45,0.0022999,
3.5072e-09,0.45,0.0022855,
3.5082e-09,0.45,0.00227142,
3.5092e-09,0.45,0.00225683,
3.5102e-09,0.45,0.00224276,
3.5112e-09,0.45,0.00222886,
3.5122e-09,0.45,0.00221436,
3.5132e-09,0.45,0.00220071,
3.5142e-09,0.45,0.00218662,
3.5152e-09,0.45,0.00217218,
3.5162e-09,0.45,0.00215909,
3.5172e-09,0.45,0.0021451,
3.5182e-09,0.45,0.00213013,
3.5192e-09,0.45,0.00211474,
3.5202e-09,0.45,0.00210046,
3.5212e-09,0.45,0.00208676,
3.5222e-09,0.45,0.00207619,
3.5232e-09,0.45,0.00206162,
3.5242e-09,0.45,0.00204715,
3.5252e-09,0.45,0.00203252,
3.5262e-09,0.45,0.00201849,
3.5272e-09,0.45,0.00200402,
3.5282e-09,0.45,0.00199238,
3.5292e-09,0.45,0.00197979,
3.5302e-09,0.45,0.0019689,
3.5312e-09,0.45,0.00195474,
3.5322e-09,0.45,0.00194205,
3.5332e-09,0.45,0.00192681,
3.5342e-09,0.45,0.00191311,
3.5352e-09,0.45,0.00190063,
3.5362e-09,0.45,0.00188915,
3.5372e-09,0.45,0.001877,
3.5382e-09,0.45,0.0018651,
3.5392e-09,0.45,0.00185227,
3.5402e-09,0.45,0.00184011,
3.5412e-09,0.45,0.00182843,
3.5422e-09,0.45,0.0018175,
3.5432e-09,0.45,0.00180577,
3.5442e-09,0.45,0.00179398,
3.5452e-09,0.45,0.00178035,
3.5462e-09,0.45,0.00176816,
3.5472e-09,0.45,0.00175518,
3.5482e-09,0.45,0.00174501,
3.5492e-09,0.45,0.00173261,
3.5502e-09,0.45,0.00172272,
3.5512e-09,0.45,0.00170976,
3.5522e-09,0.45,0.00169898,
3.5532e-09,0.45,0.0016856,
3.5542e-09,0.45,0.0016738,
3.5552e-09,0.45,0.00166183,
3.5562e-09,0.45,0.00165158,
3.5572e-09,0.45,0.00164053,
3.5582e-09,0.45,0.0016296,
3.5592e-09,0.45,0.001619,
3.5602e-09,0.45,0.00160831,
3.5612e-09,0.45,0.00159729,
3.5622e-09,0.45,0.00158687,
3.5632e-09,0.45,0.00157528,
3.5642e-09,0.45,0.00156514,
3.5652e-09,0.45,0.0015535,
3.5662e-09,0.45,0.00154259,
3.5672e-09,0.45,0.00153111,
3.5682e-09,0.45,0.00152021,
3.5692e-09,0.45,0.00150872,
3.5702e-09,0.45,0.0014983,
3.5712e-09,0.45,0.00148614,
3.5722e-09,0.45,0.001477,
3.5732e-09,0.45,0.00146542,
3.5742e-09,0.45,0.00145662,
3.5752e-09,0.45,0.00144467,
3.5762e-09,0.45,0.001435,
3.5772e-09,0.45,0.00142295,
3.5782e-09,0.45,0.00141384,
3.5792e-09,0.45,0.00140293,
3.5802e-09,0.45,0.00139444,
3.5812e-09,0.45,0.00138318,
3.5822e-09,0.45,0.00137437,
3.5832e-09,0.45,0.00136455,
3.5842e-09,0.45,0.00135687,
3.5852e-09,0.45,0.00134648,
3.5862e-09,0.45,0.00133847,
3.5872e-09,0.45,0.00132848,
3.5882e-09,0.45,0.00132085,
3.5892e-09,0.45,0.00131044,
3.5902e-09,0.45,0.00130213,
3.5912e-09,0.45,0.00129206,
3.5922e-09,0.45,0.00128433,
3.5932e-09,0.45,0.00127407,
3.5942e-09,0.45,0.00126668,
3.5952e-09,0.45,0.00125714,
3.5962e-09,0.45,0.00125009,
3.5972e-09,0.45,0.00124098,
3.5982e-09,0.45,0.00123342,
3.5992e-09,0.45,0.00122464,
3.6002e-09,0.45,0.00121674,
3.6012e-09,0.45,0.00120833,
3.6022e-09,0.45,0.00120104,
3.6032e-09,0.45,0.00119261,
3.6042e-09,0.45,0.00118568,
3.6052e-09,0.45,0.00117703,
3.6062e-09,0.45,0.0011703,
3.6072e-09,0.45,0.00116126,
3.6082e-09,0.45,0.00115482,
3.6092e-09,0.45,0.0011457,
3.6102e-09,0.45,0.00113896,
3.6112e-09,0.45,0.00113024,
3.6122e-09,0.45,0.00112365,
3.6132e-09,0.45,0.0011152,
3.6142e-09,0.45,0.00110848,
3.6152e-09,0.45,0.00110034,
3.6162e-09,0.45,0.00109348,
3.6172e-09,0.45,0.00108573,
3.6182e-09,0.45,0.00107943,
3.6192e-09,0.45,0.0010715,
3.6202e-09,0.45,0.00106514,
3.6212e-09,0.45,0.00105704,
3.6222e-09,0.45,0.00105082,
3.6232e-09,0.45,0.00104259,
3.6242e-09,0.45,0.00103663,
3.6252e-09,0.45,0.00102829,
3.6262e-09,0.45,0.00102158,
3.6272e-09,0.45,0.00101308,
3.6282e-09,0.45,0.00100521,
3.6292e-09,0.45,0.0009971,
3.6302e-09,0.45,0.000989816,
3.6312e-09,0.45,0.000981662,
3.6322e-09,0.45,0.000974375,
3.6332e-09,0.45,0.000966271,
3.6342e-09,0.45,0.00095948,
3.6352e-09,0.45,0.000951097,
3.6362e-09,0.45,0.000944106,
3.6372e-09,0.45,0.000936185,
3.6382e-09,0.45,0.000929836,
3.6392e-09,0.45,0.000921685,
3.6402e-09,0.45,0.000915908,
3.6412e-09,0.45,0.000907271,
3.6422e-09,0.45,0.000901279,
3.6432e-09,0.45,0.000893106,
3.6442e-09,0.45,0.000887699,
3.6452e-09,0.45,0.00088083,
3.6462e-09,0.45,0.000875535,
3.6472e-09,0.45,0.000867915,
3.6482e-09,0.45,0.000862434,
3.6492e-09,0.45,0.000853774,
3.6502e-09,0.45,0.000848001,
3.6512e-09,0.45,0.00084037,
