18:*******************************************,
Transient Analysis,
Mon Nov 14 20:09:45 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(rw) [V],v(out) [V],
3.5002e-09,0.45,0.0022152,
3.5012e-09,0.45,0.0021929,
3.5022e-09,0.45,0.00217053,
3.5032e-09,0.45,0.00214726,
3.5042e-09,0.45,0.00212452,
3.5052e-09,0.45,0.00210126,
3.5062e-09,0.45,0.00207934,
3.5072e-09,0.45,0.00205543,
3.5082e-09,0.45,0.00203369,
3.5092e-09,0.45,0.0020115,
3.5102e-09,0.45,0.00199072,
3.5112e-09,0.45,0.0019703,
3.5122e-09,0.45,0.0019505,
3.5132e-09,0.45,0.00192946,
3.5142e-09,0.45,0.0019098,
3.5152e-09,0.45,0.00188989,
3.5162e-09,0.45,0.00187162,
3.5172e-09,0.45,0.00185201,
3.5182e-09,0.45,0.00183292,
3.5192e-09,0.45,0.00181294,
3.5202e-09,0.45,0.00179349,
3.5212e-09,0.45,0.00177506,
3.5222e-09,0.45,0.0017575,
3.5232e-09,0.45,0.00173904,
3.5242e-09,0.45,0.00171941,
3.5252e-09,0.45,0.00170057,
3.5262e-09,0.45,0.00168156,
3.5272e-09,0.45,0.00166324,
3.5282e-09,0.45,0.00164456,
3.5292e-09,0.45,0.00162688,
3.5302e-09,0.45,0.00160946,
3.5312e-09,0.45,0.0015924,
3.5322e-09,0.45,0.0015748,
3.5332e-09,0.45,0.00155744,
3.5342e-09,0.45,0.00153989,
3.5352e-09,0.45,0.00152269,
3.5362e-09,0.45,0.00150521,
3.5372e-09,0.45,0.0014888,
3.5382e-09,0.45,0.00147078,
3.5392e-09,0.45,0.00145446,
3.5402e-09,0.45,0.00143654,
3.5412e-09,0.45,0.00142072,
3.5422e-09,0.45,0.00140274,
3.5432e-09,0.45,0.00138722,
3.5442e-09,0.45,0.00136877,
3.5452e-09,0.45,0.00135369,
3.5462e-09,0.45,0.00133812,
3.5472e-09,0.45,0.00132226,
3.5482e-09,0.45,0.00130632,
3.5492e-09,0.45,0.00129146,
3.5502e-09,0.45,0.00127539,
3.5512e-09,0.45,0.00126032,
3.5522e-09,0.45,0.00124398,
3.5532e-09,0.45,0.00122933,
3.5542e-09,0.45,0.00121456,
3.5552e-09,0.45,0.0012003,
3.5562e-09,0.45,0.0011852,
3.5572e-09,0.45,0.00117112,
3.5582e-09,0.45,0.00115568,
3.5592e-09,0.45,0.00114288,
3.5602e-09,0.45,0.0011282,
3.5612e-09,0.45,0.00111499,
3.5622e-09,0.45,0.00110139,
3.5632e-09,0.45,0.00108878,
3.5642e-09,0.45,0.00107445,
3.5652e-09,0.45,0.00106189,
3.5662e-09,0.45,0.00104717,
3.5672e-09,0.45,0.00103539,
3.5682e-09,0.45,0.00102078,
3.5692e-09,0.45,0.00100833,
3.5702e-09,0.45,0.000994419,
3.5712e-09,0.45,0.000983456,
3.5722e-09,0.45,0.000969563,
3.5732e-09,0.45,0.000958274,
3.5742e-09,0.45,0.000946534,
3.5752e-09,0.45,0.000936362,
3.5762e-09,0.45,0.000925547,
3.5772e-09,0.45,0.000915819,
3.5782e-09,0.45,0.000904838,
3.5792e-09,0.45,0.000894689,
3.5802e-09,0.45,0.000882314,
3.5812e-09,0.45,0.000871801,
3.5822e-09,0.45,0.000861078,
3.5832e-09,0.45,0.000852027,
3.5842e-09,0.45,0.000841081,
3.5852e-09,0.45,0.000832033,
3.5862e-09,0.45,0.000820643,
3.5872e-09,0.45,0.000811048,
3.5882e-09,0.45,0.000799519,
3.5892e-09,0.45,0.000789925,
3.5902e-09,0.45,0.000779148,
3.5912e-09,0.45,0.000769581,
3.5922e-09,0.45,0.000759944,
3.5932e-09,0.45,0.000752369,
3.5942e-09,0.45,0.000742996,
3.5952e-09,0.45,0.000736145,
3.5962e-09,0.45,0.000727516,
3.5972e-09,0.45,0.000720603,
3.5982e-09,0.45,0.000712002,
3.5992e-09,0.45,0.000704841,
3.6002e-09,0.45,0.000696658,
3.6012e-09,0.45,0.000689768,
3.6022e-09,0.45,0.000681853,
3.6032e-09,0.45,0.000674803,
3.6042e-09,0.45,0.000666922,
3.6052e-09,0.45,0.000659865,
3.6062e-09,0.45,0.000652297,
3.6072e-09,0.45,0.000645069,
3.6082e-09,0.45,0.00063756,
3.6092e-09,0.45,0.000630089,
3.6102e-09,0.45,0.000622327,
3.6112e-09,0.45,0.000615927,
3.6122e-09,0.45,0.000607827,
3.6132e-09,0.45,0.000601294,
3.6142e-09,0.45,0.000593559,
3.6152e-09,0.45,0.000586796,
3.6162e-09,0.45,0.000579288,
3.6172e-09,0.45,0.000573514,
3.6182e-09,0.45,0.000566431,
3.6192e-09,0.45,0.000559983,
3.6202e-09,0.45,0.000553423,
3.6212e-09,0.45,0.000546309,
3.6222e-09,0.45,0.000539615,
3.6232e-09,0.45,0.000532866,
3.6242e-09,0.45,0.000526568,
3.6252e-09,0.45,0.000520549,
3.6262e-09,0.45,0.000513456,
3.6272e-09,0.45,0.00050698,
3.6282e-09,0.45,0.000500441,
3.6292e-09,0.45,0.000494035,
3.6302e-09,0.45,0.000487455,
3.6312e-09,0.45,0.000481486,
3.6322e-09,0.45,0.000474638,
3.6332e-09,0.45,0.000469093,
3.6342e-09,0.45,0.000462081,
3.6352e-09,0.45,0.000456163,
3.6362e-09,0.45,0.000450594,
3.6372e-09,0.45,0.000444828,
3.6382e-09,0.45,0.000439382,
3.6392e-09,0.45,0.000433815,
3.6402e-09,0.45,0.000427318,
3.6412e-09,0.45,0.000421474,
3.6422e-09,0.45,0.000415864,
3.6432e-09,0.45,0.000409737,
3.6442e-09,0.45,0.000403587,
3.6452e-09,0.45,0.000397841,
3.6462e-09,0.45,0.000392307,
3.6472e-09,0.45,0.000386646,
3.6482e-09,0.45,0.000382327,
3.6492e-09,0.45,0.000377648,
3.6502e-09,0.45,0.000373108,
3.6512e-09,0.45,0.0003688,
3.6522e-09,0.45,0.000364056,
3.6532e-09,0.45,0.000359971,
3.6542e-09,0.45,0.000355048,
3.6552e-09,0.45,0.00035143,
3.6562e-09,0.45,0.000347201,
3.6572e-09,0.45,0.000342667,
3.6582e-09,0.45,0.000338208,
3.6592e-09,0.45,0.000334243,
3.6602e-09,0.45,0.000329804,
3.6612e-09,0.45,0.000325608,
3.6622e-09,0.45,0.000320861,
3.6632e-09,0.45,0.000316096,
3.6642e-09,0.45,0.000311533,
3.6652e-09,0.45,0.000307217,
3.6662e-09,0.45,0.00030274,
3.6672e-09,0.45,0.000298626,
3.6682e-09,0.45,0.00029363,
3.6692e-09,0.45,0.000289569,
3.6702e-09,0.45,0.000285572,
3.6712e-09,0.45,0.000282231,
3.6722e-09,0.45,0.000278398,
3.6732e-09,0.45,0.000275534,
3.6742e-09,0.45,0.000271182,
3.6752e-09,0.45,0.000267058,
3.6762e-09,0.45,0.000263337,
3.6772e-09,0.45,0.000260119,
3.6782e-09,0.45,0.000256683,
3.6792e-09,0.45,0.000253479,
3.6802e-09,0.45,0.000249223,
3.6812e-09,0.45,0.000245418,
3.6822e-09,0.45,0.000241494,
3.6832e-09,0.45,0.000238744,
3.6842e-09,0.45,0.000235392,
3.6852e-09,0.45,0.000232177,
3.6862e-09,0.45,0.000228481,
3.6872e-09,0.45,0.00022488,
3.6882e-09,0.45,0.000221596,
3.6892e-09,0.45,0.000218426,
3.6902e-09,0.45,0.000215145,
3.6912e-09,0.45,0.000212363,
3.6922e-09,0.45,0.000208637,
3.6932e-09,0.45,0.000205671,
3.6942e-09,0.45,0.000202826,
3.6952e-09,0.45,0.000200478,
3.6962e-09,0.45,0.000197611,
3.6972e-09,0.45,0.000195205,
3.6982e-09,0.45,0.000192092,
3.6992e-09,0.45,0.000189363,
3.7002e-09,0.45,0.000186912,
3.7012e-09,0.45,0.000184699,
3.7022e-09,0.45,0.000182385,
3.7032e-09,0.45,0.000179694,
3.7042e-09,0.45,0.000177446,
3.7052e-09,0.45,0.000174824,
3.7062e-09,0.45,0.000172292,
3.7072e-09,0.45,0.000169616,
3.7082e-09,0.45,0.000167388,
3.7092e-09,0.45,0.000164758,
3.7102e-09,0.45,0.000162115,
3.7112e-09,0.45,0.000159582,
3.7122e-09,0.45,0.000157287,
3.7132e-09,0.45,0.000154943,
3.7142e-09,0.45,0.000152649,
3.7152e-09,0.45,0.000150566,
3.7162e-09,0.45,0.000149041,
3.7172e-09,0.45,0.000147207,
3.7182e-09,0.45,0.000144743,
3.7192e-09,0.45,0.000142118,
3.7202e-09,0.45,0.000140039,
3.7212e-09,0.45,0.000137906,
3.7222e-09,0.45,0.000135818,
3.7232e-09,0.45,0.000133855,
3.7242e-09,0.45,0.000132198,
3.7252e-09,0.45,0.000130228,
3.7262e-09,0.45,0.000128391,
3.7272e-09,0.45,0.000126008,
3.7282e-09,0.45,0.000124437,
3.7292e-09,0.45,0.000122272,
3.7302e-09,0.45,0.000120365,
3.7312e-09,0.45,0.000118514,
3.7322e-09,0.45,0.000116487,
3.7332e-09,0.45,0.000115103,
3.7342e-09,0.45,0.000113391,
3.7352e-09,0.45,0.000111005,
3.7362e-09,0.45,0.000108996,
3.7372e-09,0.45,0.000106674,
3.7382e-09,0.45,0.000104353,
3.7392e-09,0.45,0.000102486,
3.7402e-09,0.45,0.0001013,
3.7412e-09,0.45,9.96764e-05,
